% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack, normal:normal-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,11,15-16,18,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,OTH,4380,0,0,0,67,0,attack
tcp,OTH,8459,0,0,0,68,0,attack
tcp,OTH,2766,0,0,0,70,0,attack
tcp,OTH,5560,0,0,0,62,0,attack
tcp,OTH,9868,0,0,0,71,0,attack
tcp,OTH,22032,0,0,0,65,0,attack
tcp,OTH,15539,0,0,0,71,0,attack
tcp,OTH,21533,0,0,0,77,0,attack
tcp,OTH,332,0,0,0,72,0,attack
tcp,OTH,9080,0,0,0,71,0,attack
tcp,OTH,22071,0,0,0,67,0,attack
tcp,OTH,18986,0,0,0,70,0,attack
tcp,OTH,9034,0,0,0,70,0,attack
tcp,OTH,25092,0,0,0,74,0,attack
tcp,OTH,8487,0,0,0,68,0,attack
tcp,OTH,25587,0,0,0,69,0,attack
tcp,OTH,7655,0,0,0,73,0,attack
tcp,OTH,8403,0,0,0,63,0,attack
tcp,OTH,9637,0,0,0,69,0,attack
tcp,OTH,24957,0,0,0,68,0,attack
tcp,OTH,2412,0,0,0,68,0,attack
tcp,OTH,7725,0,0,0,72,0,attack
tcp,OTH,25261,0,0,0,75,0,attack
tcp,OTH,15287,0,0,0,67,0,attack
tcp,OTH,11661,0,0,0,67,0,attack
tcp,OTH,23559,0,0,0,70,0,attack
tcp,OTH,5584,0,0,0,72,0,attack
tcp,OTH,9632,0,0,0,70,0,attack
tcp,OTH,9914,0,0,0,73,0,attack
tcp,OTH,6804,0,0,0,67,0,attack
tcp,OTH,14166,0,0,0,73,0,attack
tcp,OTH,9903,0,0,0,66,0,attack
tcp,OTH,16662,0,0,0,76,0,attack
tcp,OTH,11234,0,0,0,75,0,attack
tcp,OTH,11931,0,0,0,70,0,attack
tcp,OTH,4957,0,0,0,70,0,attack
tcp,OTH,8553,0,0,0,69,0,attack
tcp,OTH,16325,0,0,0,71,0,attack
tcp,OTH,9998,0,0,0,68,0,attack
tcp,OTH,7117,0,0,0,65,0,attack
tcp,OTH,9859,0,0,0,70,0,attack
tcp,OTH,22510,0,0,0,67,0,attack
tcp,OTH,10456,0,0,0,75,0,attack
tcp,OTH,6461,0,0,0,67,0,attack
tcp,OTH,15450,0,0,0,77,0,attack
tcp,OTH,26449,0,0,0,73,0,attack
tcp,OTH,7965,0,0,0,62,0,attack
tcp,OTH,9295,0,0,0,68,0,attack
tcp,OTH,11836,0,0,0,65,0,attack
tcp,OTH,22223,0,0,0,66,0,attack
tcp,OTH,7947,0,0,0,75,0,attack
tcp,OTH,11655,0,0,0,67,0,attack
tcp,OTH,6689,0,0,0,68,0,attack
tcp,OTH,10704,0,0,0,70,0,attack
tcp,OTH,6566,0,0,0,67,0,attack
tcp,OTH,11825,0,0,0,73,0,attack
tcp,OTH,9642,0,0,0,69,0,attack
tcp,OTH,7981,0,0,0,70,0,attack
tcp,OTH,20615,0,0,0,71,0,attack
tcp,OTH,22420,0,0,0,69,0,attack
tcp,OTH,13943,0,0,0,74,0,attack
tcp,OTH,15320,0,0,0,65,0,attack
tcp,OTH,15061,0,0,0,76,0,attack
tcp,OTH,24973,0,0,0,70,0,attack
tcp,OTH,11312,0,0,0,70,0,attack
tcp,OTH,6454,0,0,0,66,0,attack
tcp,OTH,10495,0,0,0,70,0,attack
tcp,OTH,27021,0,0,0,67,0,attack
tcp,OTH,10221,0,0,0,72,0,attack
tcp,OTH,9645,0,0,0,69,0,attack
tcp,OTH,14832,0,0,0,69,0,attack
tcp,OTH,23033,0,0,0,63,0,attack
tcp,OTH,9984,0,0,0,67,0,attack
tcp,OTH,23642,0,0,0,71,0,attack
tcp,OTH,9784,0,0,0,74,0,attack
tcp,OTH,7527,0,0,0,67,0,attack
tcp,OTH,20561,0,0,0,74,0,attack
tcp,OTH,8136,0,0,0,74,0,attack
tcp,OTH,7984,0,0,0,68,0,attack
tcp,OTH,11257,0,0,0,68,0,attack
tcp,OTH,8681,0,0,0,73,0,attack
tcp,OTH,9352,0,0,0,74,0,attack
tcp,OTH,6539,0,0,0,71,0,attack
tcp,OTH,4133,0,0,0,63,0,attack
tcp,OTH,25314,0,0,0,68,0,attack
tcp,OTH,1330,0,0,0,62,0,attack
tcp,OTH,14564,0,0,0,71,0,attack
tcp,OTH,5489,0,0,0,68,0,attack
tcp,OTH,23590,0,0,0,65,0,attack
tcp,OTH,3288,0,0,0,69,0,attack
tcp,OTH,2485,0,0,0,67,0,attack
tcp,OTH,15477,0,0,0,76,0,attack
tcp,OTH,15306,0,0,0,65,0,attack
tcp,OTH,6440,0,0,0,69,0,attack
tcp,OTH,15370,0,0,0,77,0,attack
tcp,OTH,23907,0,0,0,74,0,attack
tcp,OTH,4640,0,0,0,61,0,attack
tcp,OTH,8220,0,0,0,64,0,attack
tcp,OTH,4853,0,0,0,71,0,attack
tcp,OTH,10178,0,0,0,70,0,attack
tcp,OTH,14735,0,0,0,82,0,attack
tcp,OTH,4872,0,0,0,73,0,attack
tcp,OTH,22448,0,0,0,67,0,attack
tcp,OTH,5746,0,0,0,46,0,attack
tcp,OTH,6314,0,0,0,66,0,attack
tcp,OTH,9916,0,0,0,68,0,attack
tcp,OTH,9889,0,0,0,73,0,attack
tcp,OTH,6612,0,0,0,67,0,attack
tcp,OTH,15084,0,0,0,73,0,attack
tcp,OTH,18810,0,0,0,67,0,attack
tcp,OTH,900,0,0,0,65,0,attack
tcp,OTH,5776,0,0,0,67,0,attack
tcp,OTH,6672,0,0,0,73,0,attack
tcp,OTH,10142,0,0,0,66,0,attack
tcp,OTH,6417,0,0,0,68,0,attack
tcp,OTH,15887,0,0,0,72,0,attack
tcp,OTH,9334,0,0,0,72,0,attack
tcp,OTH,20547,0,0,0,74,0,attack
tcp,OTH,26054,0,0,0,79,0,attack
tcp,OTH,11269,0,0,0,69,0,attack
tcp,OTH,9985,0,0,0,70,0,attack
tcp,OTH,13536,0,0,0,72,0,attack
tcp,OTH,21464,0,0,0,71,0,attack
tcp,OTH,12291,0,0,0,70,0,attack
tcp,OTH,16507,0,0,0,68,0,attack
tcp,OTH,25516,0,0,0,70,0,attack
tcp,OTH,26989,0,0,0,67,0,attack
tcp,OTH,9883,0,0,0,70,0,attack
tcp,OTH,9977,0,0,0,66,0,attack
tcp,OTH,24778,0,0,0,72,0,attack
tcp,OTH,7530,0,0,0,63,0,attack
tcp,OTH,20537,0,0,0,69,0,attack
tcp,OTH,1409,0,0,0,71,0,attack
tcp,OTH,8083,0,0,0,73,0,attack
tcp,OTH,11451,0,0,0,67,0,attack
tcp,OTH,9911,0,0,0,68,0,attack
tcp,OTH,6470,0,0,0,71,0,attack
tcp,OTH,22890,0,0,0,70,0,attack
tcp,OTH,9071,0,0,0,70,0,attack
tcp,OTH,8018,0,0,0,68,0,attack
tcp,OTH,11830,0,0,0,66,0,attack
tcp,OTH,5341,0,0,0,68,0,attack
tcp,OTH,11761,0,0,0,71,0,attack
tcp,OTH,5693,0,0,0,70,0,attack
tcp,OTH,23531,0,0,0,68,0,attack
tcp,OTH,11384,0,0,0,66,0,attack
tcp,OTH,9630,0,0,0,71,0,attack
tcp,OTH,12016,0,0,0,70,0,attack
tcp,OTH,7677,0,0,0,75,0,attack
tcp,OTH,9433,0,0,0,70,0,attack
tcp,OTH,20476,0,0,0,72,0,attack
tcp,OTH,14309,0,0,0,74,0,attack
tcp,OTH,12865,0,0,0,73,0,attack
tcp,OTH,9893,0,0,0,70,0,attack
tcp,OTH,6459,0,0,0,67,0,attack
tcp,OTH,9986,0,0,0,69,0,attack
tcp,OTH,12892,0,0,0,80,0,attack
tcp,OTH,1788,0,0,0,76,0,attack
tcp,OTH,10000,0,0,0,71,0,attack
tcp,OTH,17957,0,0,0,73,0,attack
tcp,OTH,9949,0,0,0,74,0,attack
tcp,OTH,23043,0,0,0,65,0,attack
tcp,OTH,11716,0,0,0,67,0,attack
tcp,OTH,19497,0,0,0,69,0,attack
tcp,OTH,25772,0,0,0,61,0,attack
tcp,OTH,20622,0,0,0,68,0,attack
tcp,OTH,8036,0,0,0,74,0,attack
tcp,OTH,9551,0,0,0,76,0,attack
tcp,OTH,19624,0,0,0,52,0,attack
tcp,OTH,5905,0,0,0,73,0,attack
tcp,OTH,9990,0,0,0,70,0,attack
tcp,OTH,8292,0,0,0,62,0,attack
tcp,OTH,9873,0,0,0,74,0,attack
tcp,OTH,21104,0,0,0,76,0,attack
tcp,OTH,15449,0,0,0,73,0,attack
tcp,OTH,9999,0,0,0,73,0,attack
tcp,OTH,7739,0,0,0,69,0,attack
tcp,OTH,27022,0,0,0,66,0,attack
tcp,OTH,5020,0,0,0,70,0,attack
tcp,OTH,1456,0,0,0,73,0,attack
tcp,OTH,7944,0,0,0,70,0,attack
tcp,OTH,9587,0,0,0,72,0,attack
tcp,OTH,8559,0,0,0,71,0,attack
tcp,OTH,4659,0,0,0,57,0,attack
tcp,OTH,18900,0,0,0,68,0,attack
tcp,OTH,10840,0,0,0,77,0,attack
tcp,OTH,10942,0,0,0,76,0,attack
tcp,OTH,11566,0,0,0,69,0,attack
tcp,OTH,11125,0,0,0,67,0,attack
tcp,OTH,318,0,0,0,72,0,attack
tcp,OTH,12237,0,0,0,69,0,attack
tcp,OTH,9749,0,0,0,71,0,attack
tcp,OTH,20671,0,0,0,70,0,attack
tcp,OTH,11481,0,0,0,68,0,attack
tcp,OTH,2060,0,0,0,66,0,attack
tcp,OTH,11144,0,0,0,66,0,attack
tcp,OTH,20758,0,0,0,68,0,attack
tcp,OTH,23303,0,0,0,73,0,attack
tcp,OTH,4330,0,0,0,70,0,attack
tcp,OTH,20220,0,0,0,72,0,attack
tcp,OTH,24322,0,0,0,71,0,attack
tcp,OTH,1001,0,0,0,65,0,attack
tcp,OTH,615,0,0,0,70,0,attack
tcp,OTH,11841,0,0,0,68,0,attack
tcp,OTH,10064,0,0,0,71,0,attack
tcp,OTH,6673,0,0,0,69,0,attack
tcp,OTH,16385,0,0,0,73,0,attack
tcp,OTH,10001,0,0,0,72,0,attack
tcp,OTH,7724,0,0,0,67,0,attack
tcp,OTH,9853,0,0,0,71,0,attack
tcp,OTH,12256,0,0,0,67,0,attack
tcp,OTH,22138,0,0,0,67,0,attack
tcp,OTH,13253,0,0,0,73,0,attack
tcp,OTH,7127,0,0,0,61,0,attack
tcp,OTH,4539,0,0,0,69,0,attack
tcp,OTH,5193,0,0,0,68,0,attack
tcp,OTH,11086,0,0,0,72,0,attack
tcp,OTH,11216,0,0,0,68,0,attack
tcp,OTH,22237,0,0,0,66,0,attack
tcp,OTH,16105,0,0,0,75,0,attack
tcp,OTH,20390,0,0,0,67,0,attack
tcp,OTH,9864,0,0,0,68,0,attack
tcp,OTH,24756,0,0,0,75,0,attack
tcp,OTH,7035,0,0,0,76,0,attack
tcp,OTH,8213,0,0,0,70,0,attack
tcp,OTH,12157,0,0,0,67,0,attack
tcp,OTH,14641,0,0,0,74,0,attack
tcp,OTH,10441,0,0,0,67,0,attack
tcp,OTH,7704,0,0,0,67,0,attack
tcp,OTH,24626,0,0,0,70,0,attack
tcp,OTH,1345,0,0,0,63,0,attack
tcp,OTH,15078,0,0,0,74,0,attack
tcp,OTH,26270,0,0,0,66,0,attack
tcp,OTH,11449,0,0,0,67,0,attack
tcp,OTH,1747,0,0,0,71,0,attack
tcp,OTH,6466,0,0,0,68,0,attack
tcp,OTH,9394,0,0,0,71,0,attack
tcp,OTH,14172,0,0,0,72,0,attack
tcp,OTH,9416,0,0,0,68,0,attack
tcp,OTH,9797,0,0,0,74,0,attack
tcp,OTH,20560,0,0,0,74,0,attack
tcp,OTH,6787,0,0,0,67,0,attack
tcp,OTH,9899,0,0,0,68,0,attack
tcp,OTH,23652,0,0,0,69,0,attack
tcp,OTH,2095,0,0,0,63,0,attack
tcp,OTH,10789,0,0,0,69,0,attack
tcp,OTH,9665,0,0,0,67,0,attack
tcp,OTH,10587,0,0,0,70,0,attack
tcp,OTH,8288,0,0,0,73,0,attack
tcp,OTH,20161,0,0,0,63,0,attack
tcp,OTH,6157,0,0,0,68,0,attack
tcp,OTH,824,0,0,0,71,0,attack
tcp,OTH,10782,0,0,0,68,0,attack
tcp,OTH,27042,0,0,0,71,0,attack
tcp,OTH,15476,0,0,0,67,0,attack
tcp,OTH,6326,0,0,0,67,0,attack
tcp,OTH,7485,0,0,0,75,0,attack
tcp,OTH,10888,0,0,0,77,0,attack
tcp,OTH,6877,0,0,0,72,0,attack
tcp,OTH,24962,0,0,0,70,0,attack
tcp,OTH,15269,0,0,0,71,0,attack
tcp,OTH,7838,0,0,0,67,0,attack
tcp,OTH,8885,0,0,0,70,0,attack
tcp,OTH,11656,0,0,0,66,0,attack
tcp,OTH,1012,0,0,0,66,0,attack
tcp,OTH,15129,0,0,0,72,0,attack
tcp,OTH,10610,0,0,0,68,0,attack
tcp,OTH,588,0,0,0,66,0,attack
tcp,OTH,5564,0,0,0,61,0,attack
tcp,OTH,20762,0,0,0,66,0,attack
tcp,OTH,7539,0,0,0,76,0,attack
tcp,OTH,23555,0,0,0,72,0,attack
tcp,OTH,6662,0,0,0,68,0,attack
tcp,OTH,17357,0,0,0,76,0,attack
tcp,OTH,9951,0,0,0,69,0,attack
tcp,OTH,26836,0,0,0,69,0,attack
tcp,OTH,10509,0,0,0,70,0,attack
tcp,OTH,2124,0,0,0,66,0,attack
tcp,OTH,10401,0,0,0,72,0,attack
tcp,OTH,9962,0,0,0,74,0,attack
tcp,OTH,6439,0,0,0,70,0,attack
tcp,OTH,13068,0,0,0,77,0,attack
tcp,OTH,6653,0,0,0,72,0,attack
tcp,OTH,23770,0,0,0,71,0,attack
tcp,OTH,10958,0,0,0,71,0,attack
tcp,OTH,14357,0,0,0,75,0,attack
tcp,OTH,10968,0,0,0,69,0,attack
tcp,OTH,7992,0,0,0,69,0,attack
tcp,OTH,24433,0,0,0,61,0,attack
tcp,OTH,22642,0,0,0,66,0,attack
tcp,OTH,13286,0,0,0,72,0,attack
tcp,OTH,2838,0,0,0,70,0,attack
tcp,OTH,11745,0,0,0,72,0,attack
tcp,OTH,9906,0,0,0,67,0,attack
tcp,OTH,10614,0,0,0,72,0,attack
tcp,OTH,7229,0,0,0,72,0,attack
tcp,OTH,9589,0,0,0,73,0,attack
tcp,OTH,5327,0,0,0,64,0,attack
tcp,OTH,5700,0,0,0,67,0,attack
tcp,OTH,10446,0,0,0,72,0,attack
tcp,OTH,7547,0,0,0,61,0,attack
tcp,OTH,8202,0,0,0,69,0,attack
tcp,OTH,6202,0,0,0,70,0,attack
tcp,OTH,853,0,0,0,74,0,attack
tcp,OTH,8293,0,0,0,65,0,attack
tcp,OTH,22037,0,0,0,65,0,attack
tcp,OTH,9532,0,0,0,67,0,attack
tcp,OTH,20723,0,0,0,62,0,attack
tcp,OTH,6556,0,0,0,70,0,attack
tcp,OTH,559,0,0,0,63,0,attack
tcp,OTH,15473,0,0,0,66,0,attack
tcp,OTH,20541,0,0,0,67,0,attack
tcp,OTH,2858,0,0,0,72,0,attack
tcp,OTH,20747,0,0,0,71,0,attack
tcp,OTH,9864,0,0,0,79,0,attack
tcp,OTH,4945,0,0,0,71,0,attack
tcp,OTH,11382,0,0,0,65,0,attack
tcp,OTH,5514,0,0,0,67,0,attack
tcp,OTH,1485,0,0,0,72,0,attack
tcp,OTH,2015,0,0,0,68,0,attack
tcp,OTH,25595,0,0,0,70,0,attack
tcp,OTH,21948,0,0,0,68,0,attack
tcp,OTH,20602,0,0,0,68,0,attack
tcp,OTH,20250,0,0,0,75,0,attack
tcp,OTH,18928,0,0,0,70,0,attack
tcp,OTH,792,0,0,0,68,0,attack
tcp,OTH,7880,0,0,0,73,0,attack
tcp,OTH,3768,0,0,0,67,0,attack
tcp,OTH,8770,0,0,0,68,0,attack
tcp,OTH,11879,0,0,0,69,0,attack
tcp,OTH,15013,0,0,0,66,0,attack
tcp,OTH,22092,0,0,0,66,0,attack
tcp,OTH,6054,0,0,0,69,0,attack
tcp,OTH,8385,0,0,0,69,0,attack
tcp,OTH,26101,0,0,0,69,0,attack
tcp,OTH,6338,0,0,0,69,0,attack
tcp,OTH,7865,0,0,0,76,0,attack
tcp,OTH,10912,0,0,0,75,0,attack
tcp,OTH,23727,0,0,0,65,0,attack
tcp,OTH,6538,0,0,0,68,0,attack
tcp,OTH,15087,0,0,0,75,0,attack
tcp,OTH,6686,0,0,0,72,0,attack
tcp,OTH,11558,0,0,0,69,0,attack
udp,OTH,141,0,0,0,22,0,attack
udp,OTH,26,0,0,0,26,0,attack
udp,OTH,107,0,0,0,33,0,attack
udp,OTH,115,0,0,0,33,0,attack
udp,OTH,113,0,0,0,33,0,attack
udp,OTH,140,0,0,0,21,0,attack
udp,OTH,138,0,0,0,13,0,attack
udp,OTH,117,0,0,0,33,0,attack
udp,OTH,87,0,0,0,42,0,attack
udp,OTH,141,0,0,0,29,0,attack
udp,OTH,160,0,0,0,33,0,attack
udp,OTH,138,0,0,0,33,0,attack
udp,OTH,110,0,0,0,33,0,attack
udp,OTH,143,0,0,0,33,0,attack
udp,OTH,125,0,0,0,33,0,attack
udp,OTH,137,0,0,0,33,0,attack
udp,OTH,33,0,0,0,30,0,attack
udp,OTH,103,0,0,0,34,0,attack
udp,OTH,113,0,0,0,33,0,attack
udp,OTH,92,0,0,0,42,0,attack
udp,OTH,159,0,0,0,33,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,160,0,0,0,33,0,attack
udp,OTH,138,0,0,0,33,0,attack
udp,OTH,78,0,0,0,34,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,80,0,0,0,42,0,attack
udp,OTH,71,0,0,0,29,0,attack
udp,OTH,159,0,0,0,33,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,107,0,0,0,33,0,attack
udp,OTH,138,0,0,0,33,0,attack
udp,OTH,109,0,0,0,34,0,attack
udp,OTH,110,0,0,0,34,0,attack
udp,OTH,153,0,0,0,33,0,attack
udp,OTH,113,0,0,0,34,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,52,0,0,0,24,0,attack
udp,OTH,141,0,0,0,31,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,100,0,0,0,42,0,attack
udp,OTH,157,0,0,0,33,0,attack
udp,OTH,128,0,0,0,33,0,attack
udp,OTH,164,0,0,0,33,0,attack
udp,OTH,47,0,0,0,22,0,attack
udp,OTH,104,0,0,0,39,0,attack
udp,OTH,130,0,0,0,33,0,attack
udp,OTH,108,0,0,0,34,0,attack
udp,OTH,108,0,0,0,34,0,attack
udp,OTH,110,0,0,0,34,0,attack
udp,OTH,102,0,0,0,34,0,attack
udp,OTH,120,0,0,0,33,0,attack
udp,OTH,85,0,0,0,40,0,attack
udp,OTH,29,0,0,0,26,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,120,0,0,0,35,0,attack
udp,OTH,74,0,0,0,30,0,attack
udp,OTH,111,0,0,0,38,0,attack
udp,OTH,17,0,0,0,17,0,attack
udp,OTH,138,0,0,0,19,0,attack
udp,OTH,110,0,0,0,40,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,56,0,0,0,24,0,attack
udp,OTH,23,0,0,0,23,0,attack
udp,OTH,139,0,0,0,33,0,attack
udp,OTH,129,0,0,0,33,0,attack
udp,OTH,105,0,0,0,39,0,attack
udp,OTH,101,0,0,0,34,0,attack
udp,OTH,77,0,0,0,33,0,attack
udp,OTH,119,0,0,0,34,0,attack
udp,OTH,113,0,0,0,38,0,attack
udp,OTH,109,0,0,0,33,0,attack
udp,OTH,138,0,0,0,11,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,105,0,0,0,33,0,attack
udp,OTH,145,0,0,0,33,0,attack
udp,OTH,0,0,0,0,0,0,attack
udp,OTH,101,0,0,0,34,0,attack
udp,OTH,88,0,0,0,41,0,attack
udp,OTH,102,0,0,0,33,0,attack
udp,OTH,30,0,0,0,27,0,attack
udp,OTH,138,0,0,0,33,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,88,0,0,0,40,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,111,0,0,0,33,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,24,0,0,0,24,0,attack
udp,OTH,117,0,0,0,33,0,attack
udp,OTH,143,0,0,0,33,0,attack
udp,OTH,109,0,0,0,38,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,115,0,0,0,34,0,attack
udp,OTH,118,0,0,0,34,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,139,0,0,0,20,0,attack
udp,OTH,60,0,0,0,25,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,69,0,0,0,27,0,attack
udp,OTH,160,0,0,0,33,0,attack
udp,OTH,95,0,0,0,42,0,attack
udp,OTH,128,0,0,0,33,0,attack
udp,OTH,141,0,0,0,33,0,attack
udp,OTH,102,0,0,0,40,0,attack
udp,OTH,155,0,0,0,33,0,attack
udp,OTH,108,0,0,0,34,0,attack
udp,OTH,87,0,0,0,40,0,attack
udp,OTH,145,0,0,0,33,0,attack
udp,OTH,125,0,0,0,33,0,attack
udp,OTH,86,0,0,0,40,0,attack
udp,OTH,94,0,0,0,42,0,attack
udp,OTH,113,0,0,0,34,0,attack
udp,OTH,57,0,0,0,24,0,attack
udp,OTH,140,0,0,0,21,0,attack
udp,OTH,117,0,0,0,33,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,110,0,0,0,33,0,attack
udp,OTH,45,0,0,0,22,0,attack
udp,OTH,137,0,0,0,11,0,attack
udp,OTH,119,0,0,0,35,0,attack
udp,OTH,141,0,0,0,29,0,attack
udp,OTH,141,0,0,0,27,0,attack
udp,OTH,141,0,0,0,30,0,attack
udp,OTH,154,0,0,0,33,0,attack
udp,OTH,128,0,0,0,33,0,attack
udp,OTH,106,0,0,0,33,0,attack
udp,OTH,101,0,0,0,40,0,attack
udp,OTH,109,0,0,0,33,0,attack
udp,OTH,137,0,0,0,20,0,attack
udp,OTH,86,0,0,0,42,0,attack
udp,OTH,138,0,0,0,15,0,attack
udp,OTH,102,0,0,0,33,0,attack
udp,OTH,120,0,0,0,33,0,attack
udp,OTH,116,0,0,0,33,0,attack
udp,OTH,145,0,0,0,33,0,attack
udp,OTH,117,0,0,0,34,0,attack
udp,OTH,85,0,0,0,41,0,attack
udp,OTH,101,0,0,0,34,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,103,0,0,0,33,0,attack
udp,OTH,141,0,0,0,33,0,attack
udp,OTH,93,0,0,0,42,0,attack
udp,OTH,93,0,0,0,42,0,attack
udp,OTH,132,0,0,0,33,0,attack
udp,OTH,110,0,0,0,33,0,attack
udp,OTH,135,0,0,0,18,0,attack
udp,OTH,116,0,0,0,33,0,attack
udp,OTH,87,0,0,0,42,0,attack
udp,OTH,103,0,0,0,40,0,attack
udp,OTH,143,0,0,0,33,0,attack
udp,OTH,141,0,0,0,24,0,attack
udp,OTH,145,0,0,0,33,0,attack
udp,OTH,151,0,0,0,33,0,attack
udp,OTH,15,0,0,0,15,0,attack
udp,OTH,86,0,0,0,42,0,attack
udp,OTH,106,0,0,0,33,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,8,0,0,0,8,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,138,0,0,0,33,0,attack
udp,OTH,164,0,0,0,33,0,attack
udp,OTH,49,0,0,0,21,0,attack
udp,OTH,123,0,0,0,33,0,attack
udp,OTH,151,0,0,0,33,0,attack
udp,OTH,64,0,0,0,26,0,attack
udp,OTH,125,0,0,0,33,0,attack
udp,OTH,110,0,0,0,33,0,attack
udp,OTH,160,0,0,0,33,0,attack
udp,OTH,119,0,0,0,33,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,84,0,0,0,40,0,attack
udp,OTH,7,0,0,0,7,0,attack
udp,OTH,125,0,0,0,33,0,attack
udp,OTH,86,0,0,0,40,0,attack
udp,OTH,14,0,0,0,14,0,attack
udp,OTH,81,0,0,0,42,0,attack
udp,OTH,138,0,0,0,14,0,attack
udp,OTH,91,0,0,0,42,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,141,0,0,0,34,0,attack
udp,OTH,123,0,0,0,33,0,attack
udp,OTH,131,0,0,0,33,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,62,0,0,0,25,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,112,0,0,0,34,0,attack
udp,OTH,114,0,0,0,33,0,attack
udp,OTH,131,0,0,0,33,0,attack
udp,OTH,11,0,0,0,11,0,attack
udp,OTH,145,0,0,0,33,0,attack
udp,OTH,129,0,0,0,33,0,attack
udp,OTH,109,0,0,0,33,0,attack
udp,OTH,54,0,0,0,23,0,attack
udp,OTH,136,0,0,0,18,0,attack
udp,OTH,4,0,0,0,4,0,attack
udp,OTH,148,0,0,0,33,0,attack
udp,OTH,87,0,0,0,41,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,141,0,0,0,33,0,attack
udp,OTH,117,0,0,0,33,0,attack
udp,OTH,153,0,0,0,33,0,attack
udp,OTH,117,0,0,0,33,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,28,0,0,0,25,0,attack
udp,OTH,160,0,0,0,33,0,attack
udp,OTH,143,0,0,0,30,0,attack
udp,OTH,5,0,0,0,5,0,attack
udp,OTH,130,0,0,0,33,0,attack
udp,OTH,142,0,0,0,33,0,attack
udp,OTH,105,0,0,0,40,0,attack
udp,OTH,116,0,0,0,33,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,80,0,0,0,41,0,attack
udp,OTH,131,0,0,0,33,0,attack
udp,OTH,104,0,0,0,34,0,attack
udp,OTH,138,0,0,0,21,0,attack
udp,OTH,89,0,0,0,41,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,42,0,0,0,34,0,attack
udp,OTH,118,0,0,0,33,0,attack
udp,OTH,108,0,0,0,33,0,attack
udp,OTH,86,0,0,0,42,0,attack
udp,OTH,125,0,0,0,33,0,attack
udp,OTH,113,0,0,0,33,0,attack
udp,OTH,110,0,0,0,33,0,attack
udp,OTH,55,0,0,0,24,0,attack
udp,OTH,112,0,0,0,34,0,attack
udp,OTH,25,0,0,0,25,0,attack
udp,OTH,113,0,0,0,34,0,attack
udp,OTH,121,0,0,0,33,0,attack
udp,OTH,98,0,0,0,41,0,attack
udp,OTH,61,0,0,0,25,0,attack
udp,OTH,161,0,0,0,33,0,attack
udp,OTH,147,0,0,0,33,0,attack
udp,OTH,136,0,0,0,33,0,attack
udp,OTH,104,0,0,0,34,0,attack
udp,OTH,112,0,0,0,33,0,attack
udp,OTH,90,0,0,0,42,0,attack
