% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,20,22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S3,374,378,100,100,0,0,httpFlood
tcp,OTH,66,50,42,42,0,0,httpFlood
tcp,S3,374,148,100,100,0,0,httpFlood
tcp,S3,374,143,95,95,0,0,httpFlood
tcp,S3,377,958,100,100,0,0,httpFlood
tcp,OTH,60,136,33,33,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,S3,374,159,100,100,0,0,httpFlood
tcp,S3,377,905,100,100,0,0,httpFlood
tcp,S3,374,78,78,78,0,0,httpFlood
tcp,OTH,66,309,100,100,0,0,httpFlood
tcp,S3,377,570,100,100,0,0,httpFlood
tcp,S3,380,159,100,100,0,0,httpFlood
tcp,S3,377,321,73,44,0.77,0.61,httpFlood
tcp,S1,248,204,100,100,0,0,httpFlood
tcp,S3,374,107,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,RSTO,446,608,100,100,0,0,httpFlood
tcp,S3,377,476,100,100,0,0,httpFlood
tcp,RSTO,446,747,100,100,0,0,httpFlood
tcp,OTH,60,134,36,36,0,0,httpFlood
tcp,S3,374,80,80,80,0,0,httpFlood
tcp,S3,380,945,100,100,0,0,httpFlood
tcp,S3,374,126,100,100,0,0,httpFlood
tcp,S3,374,96,100,100,0,0,httpFlood
tcp,S3,377,614,100,100,0,0,httpFlood
tcp,OTH,60,158,33,33,0,0,httpFlood
tcp,S3,377,433,100,100,0,0,httpFlood
tcp,RSTO,446,383,100,100,0,0,httpFlood
tcp,S3,380,906,100,100,0,0,httpFlood
tcp,S3,374,283,100,100,0,0,httpFlood
tcp,S3,374,41,41,41,0,0,httpFlood
tcp,OTH,66,144,100,100,0,0,httpFlood
tcp,S3,374,323,100,100,0,0,httpFlood
tcp,S3,374,134,100,100,0,0,httpFlood
tcp,S3,374,56,56,56,0,0,httpFlood
tcp,OTH,60,112,32,32,0,0,httpFlood
tcp,S3,377,674,100,100,0,0,httpFlood
tcp,S3,377,1014,100,100,0,0,httpFlood
tcp,S3,386,147,100,100,0,0,httpFlood
tcp,S3,374,154,100,100,0,0,httpFlood
tcp,OTH,66,234,98,98,0,0,httpFlood
tcp,OTH,66,77,55,55,0,0,httpFlood
tcp,S3,374,221,100,100,0,0,httpFlood
tcp,RSTO,446,584,100,100,0,0,httpFlood
tcp,S3,374,13,98,98,0,0,httpFlood
tcp,RSTO,446,828,100,100,0,0,httpFlood
tcp,S3,374,4,4,4,0,0,httpFlood
tcp,S3,377,861,100,100,0,0,httpFlood
tcp,S3,380,144,100,100,0,0,httpFlood
tcp,OTH,60,32,32,32,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,380,757,100,100,0,0,httpFlood
tcp,OTH,60,155,33,33,0,0,httpFlood
tcp,RSTO,446,575,100,100,0,0,httpFlood
tcp,S1,242,161,100,100,0,0,httpFlood
tcp,S3,374,111,100,100,0,0,httpFlood
tcp,RSTO,446,811,100,100,0,0,httpFlood
tcp,RSTO,446,412,100,100,0,0,httpFlood
tcp,OTH,60,114,32,32,0,0,httpFlood
tcp,OTH,66,50,94,94,0,0,httpFlood
tcp,OTH,60,119,31,31,0,0,httpFlood
tcp,RSTO,446,765,100,100,0,0,httpFlood
tcp,S3,377,818,99,99,0,0,httpFlood
tcp,OTH,60,119,31,31,0,0,httpFlood
tcp,S3,377,661,100,100,0,0,httpFlood
tcp,S3,374,156,100,100,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,S3,374,156,100,100,0,0,httpFlood
tcp,S3,374,117,100,100,0,0,httpFlood
tcp,OTH,60,133,33,33,0,0,httpFlood
tcp,S3,374,396,100,100,0,0,httpFlood
tcp,S3,374,25,98,98,0,0,httpFlood
tcp,S3,374,148,100,100,0,0,httpFlood
tcp,S3,374,152,100,100,0,0,httpFlood
tcp,RSTO,446,340,100,100,0,0,httpFlood
tcp,S3,374,115,100,100,0,0,httpFlood
tcp,S3,380,994,100,100,0,0,httpFlood
tcp,RSTO,446,660,100,100,0,0,httpFlood
tcp,S3,380,145,100,100,0,0,httpFlood
tcp,RSTO,446,567,100,100,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,S3,377,757,99,99,0,0,httpFlood
tcp,S3,377,844,99,99,0,0,httpFlood
tcp,S3,374,63,98,98,0,0,httpFlood
tcp,S3,374,97,97,97,0,0,httpFlood
tcp,S3,377,952,100,100,0,0,httpFlood
tcp,OTH,66,119,46,30,0.7,0.53,httpFlood
tcp,OTH,66,93,99,99,0,0,httpFlood
tcp,S3,374,127,100,100,0,0,httpFlood
tcp,OTH,60,47,33,33,0,0,httpFlood
tcp,S3,377,344,80,60,0.5,0.33,httpFlood
tcp,OTH,60,128,32,32,0,0,httpFlood
tcp,S3,374,153,100,100,0,0,httpFlood
tcp,OTH,60,178,33,33,0,0,httpFlood
tcp,S3,374,139,100,100,0,0,httpFlood
tcp,S3,374,145,100,100,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,RSTO,446,371,100,100,0,0,httpFlood
tcp,S3,377,975,100,100,0,0,httpFlood
tcp,S3,374,400,100,100,0,0,httpFlood
tcp,OTH,60,142,32,32,0,0,httpFlood
tcp,OTH,66,76,58,58,0,0,httpFlood
tcp,S3,374,166,100,100,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,S3,374,83,83,83,0,0,httpFlood
tcp,S3,374,12,12,12,0,0,httpFlood
tcp,RSTO,446,404,100,100,0,0,httpFlood
tcp,OTH,66,94,100,100,0,0,httpFlood
tcp,S3,374,149,100,100,0,0,httpFlood
tcp,S3,374,146,100,100,0,0,httpFlood
tcp,OTH,60,180,33,33,0,0,httpFlood
tcp,RSTO,446,782,100,100,0,0,httpFlood
tcp,OTH,66,3,3,3,0,0,httpFlood
tcp,S3,377,338,78,56,0.56,0.39,httpFlood
tcp,OTH,60,130,32,32,0,0,httpFlood
tcp,S3,374,129,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,S3,380,875,100,100,0,0,httpFlood
tcp,S3,374,161,100,100,0,0,httpFlood
tcp,S3,377,459,100,100,0,0,httpFlood
tcp,S3,374,176,100,100,0,0,httpFlood
tcp,S3,374,157,100,100,0,0,httpFlood
tcp,OTH,66,41,30,30,0,0,httpFlood
tcp,OTH,60,137,19,19,0,0,httpFlood
tcp,OTH,66,280,99,99,0,0,httpFlood
tcp,S3,452,89,100,100,0,0,httpFlood
tcp,S3,374,34,34,34,0,0,httpFlood
tcp,S3,377,640,100,100,0,0,httpFlood
tcp,OTH,66,75,53,53,0,0,httpFlood
tcp,OTH,66,15,15,15,0,0,httpFlood
tcp,S3,377,930,100,100,0,0,httpFlood
tcp,S3,374,122,100,100,0,0,httpFlood
tcp,OTH,66,132,100,100,0,0,httpFlood
tcp,S3,374,140,100,100,0,0,httpFlood
tcp,S3,374,61,98,98,0,0,httpFlood
tcp,OTH,60,172,33,33,0,0,httpFlood
tcp,S3,377,848,99,99,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,374,140,100,100,0,0,httpFlood
tcp,S3,377,548,100,100,0,0,httpFlood
tcp,OTH,66,13,13,13,0,0,httpFlood
tcp,S3,377,716,100,100,0,0,httpFlood
tcp,S3,374,190,100,100,0,0,httpFlood
tcp,OTH,60,99,35,35,0,0,httpFlood
tcp,RSTO,446,363,100,100,0,0,httpFlood
tcp,S3,374,69,69,69,0,0,httpFlood
tcp,OTH,60,138,33,33,0,0,httpFlood
tcp,OTH,66,20,20,20,0,0,httpFlood
tcp,RSTO,446,663,100,100,0,0,httpFlood
tcp,S3,374,132,100,100,0,0,httpFlood
tcp,S3,374,152,100,100,0,0,httpFlood
tcp,OTH,60,180,33,33,0,0,httpFlood
tcp,S3,374,153,100,100,0,0,httpFlood
tcp,RSTO,446,661,100,100,0,0,httpFlood
tcp,RSTO,446,605,100,100,0,0,httpFlood
tcp,S3,374,134,100,100,0,0,httpFlood
tcp,S3,374,262,100,100,0,0,httpFlood
tcp,S3,374,125,100,100,0,0,httpFlood
tcp,OTH,66,3,3,3,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,S3,377,1028,100,100,0,0,httpFlood
tcp,S3,380,928,100,100,0,0,httpFlood
tcp,S1,242,449,100,100,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,S3,377,428,100,100,0,0,httpFlood
tcp,S3,380,162,100,100,0,0,httpFlood
tcp,OTH,60,159,33,33,0,0,httpFlood
tcp,S3,374,322,100,100,0,0,httpFlood
tcp,S3,374,93,93,93,0,0,httpFlood
tcp,OTH,60,73,19,21,0,0.1,httpFlood
tcp,RSTO,446,514,100,100,0,0,httpFlood
tcp,S3,374,158,100,100,0,0,httpFlood
tcp,RSTO,446,676,100,100,0,0,httpFlood
tcp,OTH,60,178,33,33,0,0,httpFlood
tcp,RSTO,446,428,100,100,0,0,httpFlood
tcp,OTH,60,137,11,11,0,0,httpFlood
tcp,RSTO,446,402,100,100,0,0,httpFlood
tcp,RSTO,446,553,100,100,0,0,httpFlood
tcp,S3,377,453,100,100,0,0,httpFlood
tcp,S3,392,753,100,100,0,0,httpFlood
tcp,OTH,66,322,100,100,0,0,httpFlood
tcp,S3,374,156,100,100,0,0,httpFlood
tcp,S3,374,154,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,374,101,100,100,0,0,httpFlood
tcp,S3,374,134,100,100,0,0,httpFlood
tcp,RSTO,446,460,100,100,0,0,httpFlood
tcp,S3,374,146,100,100,0,0,httpFlood
tcp,S3,374,141,100,100,0,0,httpFlood
tcp,S1,242,183,100,100,0,0,httpFlood
tcp,S1,242,445,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,RSTO,446,471,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,OTH,60,125,32,32,0,0,httpFlood
tcp,OTH,66,44,31,31,0,0,httpFlood
tcp,S3,386,65,65,65,0,0,httpFlood
tcp,OTH,66,306,100,100,0,0,httpFlood
tcp,S3,380,954,100,100,0,0,httpFlood
tcp,S3,374,220,100,100,0,0,httpFlood
tcp,S3,374,38,38,38,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,S3,377,384,93,87,0.14,0.08,httpFlood
tcp,S3,377,829,99,99,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,S3,374,141,100,100,0,0,httpFlood
tcp,OTH,66,6,66,66,0,0,httpFlood
tcp,OTH,60,144,31,31,0,0,httpFlood
tcp,OTH,60,135,25,25,0,0,httpFlood
tcp,RSTO,446,612,100,100,0,0,httpFlood
tcp,S3,374,171,100,100,0,0,httpFlood
tcp,S3,374,37,37,37,0,0,httpFlood
tcp,OTH,66,89,96,96,0,0,httpFlood
tcp,S3,374,142,100,100,0,0,httpFlood
tcp,S3,374,123,100,100,0,0,httpFlood
tcp,S3,374,85,98,98,0,0,httpFlood
tcp,S3,374,33,98,98,0,0,httpFlood
tcp,S1,248,217,100,100,0,0,httpFlood
tcp,OTH,66,31,31,31,0,0,httpFlood
tcp,S3,374,157,100,100,0,0,httpFlood
tcp,RSTO,446,523,100,100,0,0,httpFlood
tcp,OTH,66,116,45,28,0.76,0.61,httpFlood
tcp,S3,377,430,100,100,0,0,httpFlood
tcp,S3,380,135,100,100,0,0,httpFlood
tcp,S3,374,157,100,100,0,0,httpFlood
tcp,S3,374,165,100,100,0,0,httpFlood
tcp,OTH,60,140,14,14,0,0,httpFlood
tcp,S3,374,121,100,100,0,0,httpFlood
tcp,OTH,66,181,99,99,0,0,httpFlood
tcp,S3,377,547,100,100,0,0,httpFlood
tcp,RSTO,446,420,100,100,0,0,httpFlood
tcp,OTH,60,20,20,20,0,0,httpFlood
tcp,S3,374,130,100,100,0,0,httpFlood
tcp,OTH,66,232,98,98,0,0,httpFlood
tcp,S3,374,134,100,100,0,0,httpFlood
tcp,S3,374,155,100,100,0,0,httpFlood
tcp,OTH,60,170,33,33,0,0,httpFlood
tcp,OTH,66,205,98,98,0,0,httpFlood
tcp,S3,374,177,100,100,0,0,httpFlood
tcp,RSTO,446,510,100,100,0,0,httpFlood
tcp,S3,377,643,100,100,0,0,httpFlood
tcp,OTH,60,63,11,30,0,0.63,httpFlood
tcp,S3,374,144,100,100,0,0,httpFlood
tcp,S3,374,11,98,98,0,0,httpFlood
tcp,S3,374,123,82,82,0,0,httpFlood
tcp,S3,377,540,100,100,0,0,httpFlood
tcp,RSTO,446,588,100,100,0,0,httpFlood
tcp,S3,374,140,100,100,0,0,httpFlood
tcp,S3,377,345,80,61,0.49,0.33,httpFlood
tcp,S3,374,103,100,100,0,0,httpFlood
tcp,RSTO,446,706,100,100,0,0,httpFlood
tcp,S3,374,301,100,100,0,0,httpFlood
tcp,S3,374,97,100,100,0,0,httpFlood
tcp,OTH,60,138,33,33,0,0,httpFlood
tcp,OTH,66,47,94,94,0,0,httpFlood
tcp,S3,377,539,100,100,0,0,httpFlood
tcp,RSTO,446,707,100,100,0,0,httpFlood
tcp,OTH,60,113,33,33,0,0,httpFlood
tcp,OTH,60,168,33,33,0,0,httpFlood
tcp,S3,377,989,100,100,0,0,httpFlood
tcp,RSTO,446,515,100,100,0,0,httpFlood
tcp,S3,374,140,100,100,0,0,httpFlood
tcp,S3,374,137,100,100,0,0,httpFlood
tcp,S3,377,963,100,100,0,0,httpFlood
tcp,S1,245,1035,100,100,0,0,httpFlood
tcp,S3,374,114,100,100,0,0,httpFlood
tcp,OTH,60,129,33,33,0,0,httpFlood
tcp,S3,377,703,100,100,0,0,httpFlood
tcp,OTH,66,168,100,100,0,0,httpFlood
tcp,S3,374,154,100,100,0,0,httpFlood
tcp,OTH,60,136,33,33,0,0,httpFlood
tcp,S3,374,170,100,100,0,0,httpFlood
tcp,RSTO,446,427,100,100,0,0,httpFlood
tcp,OTH,66,126,100,100,0,0,httpFlood
tcp,OTH,60,92,35,35,0,0,httpFlood
tcp,S3,374,24,24,24,0,0,httpFlood
tcp,S3,374,160,100,100,0,0,httpFlood
tcp,S3,377,626,100,100,0,0,httpFlood
tcp,S3,377,749,100,100,0,0,httpFlood
tcp,S3,374,67,67,67,0,0,httpFlood
tcp,S3,374,156,100,100,0,0,httpFlood
tcp,S3,380,143,100,100,0,0,httpFlood
tcp,RSTO,446,674,100,100,0,0,httpFlood
tcp,S3,377,602,100,100,0,0,httpFlood
tcp,OTH,60,15,15,15,0,0,httpFlood
tcp,S3,374,164,100,100,0,0,httpFlood
tcp,OTH,60,62,10,31,0,0.68,httpFlood
tcp,S3,464,107,100,100,0,0,httpFlood
tcp,S3,377,342,79,59,0.52,0.36,httpFlood
tcp,S1,242,178,100,100,0,0,httpFlood
tcp,S3,377,776,99,99,0,0,httpFlood
tcp,S3,377,815,99,99,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,S3,374,139,100,100,0,0,httpFlood
tcp,S3,374,345,100,100,0,0,httpFlood
tcp,RSTO,446,557,100,100,0,0,httpFlood
tcp,S3,374,174,100,100,0,0,httpFlood
tcp,S3,377,689,100,100,0,0,httpFlood
tcp,S3,377,732,100,100,0,0,httpFlood
tcp,RSTO,446,713,100,100,0,0,httpFlood
tcp,S3,374,196,100,100,0,0,httpFlood
tcp,S3,380,989,100,100,0,0,httpFlood
tcp,S3,374,98,98,98,0,0,httpFlood
tcp,S3,374,57,57,57,0,0,httpFlood
tcp,S3,377,700,100,100,0,0,httpFlood
tcp,OTH,66,63,42,42,0,0,httpFlood
tcp,S3,374,139,100,100,0,0,httpFlood
tcp,S3,380,861,100,100,0,0,httpFlood
tcp,S3,374,155,100,100,0,0,httpFlood
tcp,OTH,60,172,33,33,0,0,httpFlood
tcp,S3,380,165,100,100,0,0,httpFlood
tcp,S3,374,155,100,100,0,0,httpFlood
tcp,S3,374,255,100,100,0,0,httpFlood
tcp,S3,374,64,64,64,0,0,httpFlood
tcp,OTH,66,7,7,7,0,0,httpFlood
tcp,S3,374,137,100,100,0,0,httpFlood
tcp,S3,374,92,100,100,0,0,httpFlood
tcp,RSTO,446,847,100,100,0,0,httpFlood
tcp,OTH,60,61,9,32,0,0.72,httpFlood
tcp,OTH,66,20,20,20,0,0,httpFlood
tcp,S3,374,145,100,100,0,0,httpFlood
tcp,S3,374,137,100,100,0,0,httpFlood
tcp,S3,374,46,46,46,0,0,httpFlood
tcp,S3,374,394,100,100,0,0,httpFlood
tcp,S3,374,130,100,100,0,0,httpFlood
tcp,S3,374,127,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,S3,377,785,99,99,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,S3,374,15,98,98,0,0,httpFlood
tcp,OTH,60,124,33,33,0,0,httpFlood
tcp,OTH,60,165,33,33,0,0,httpFlood
tcp,S3,374,120,100,100,0,0,httpFlood
tcp,S3,380,143,100,100,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,S3,377,593,100,100,0,0,httpFlood
tcp,S1,248,176,100,100,0,0,httpFlood
tcp,S3,377,882,100,100,0,0,httpFlood
tcp,S3,374,76,76,76,0,0,httpFlood
tcp,OTH,60,164,33,33,0,0,httpFlood
tcp,RSTO,446,582,100,100,0,0,httpFlood
tcp,S3,374,145,100,100,0,0,httpFlood
tcp,S3,374,151,100,100,0,0,httpFlood
tcp,RSTO,446,526,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,OTH,66,165,100,100,0,0,httpFlood
tcp,S3,380,780,100,100,0,0,httpFlood
tcp,S3,374,179,100,100,0,0,httpFlood
tcp,S3,380,952,100,100,0,0,httpFlood
tcp,S3,374,154,100,100,0,0,httpFlood
tcp,S3,374,110,74,74,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,OTH,66,115,100,100,0,0,httpFlood
tcp,S3,374,150,100,100,0,0,httpFlood
tcp,S3,374,291,100,100,0,0,httpFlood
tcp,OTH,60,179,33,33,0,0,httpFlood
tcp,S3,380,962,100,100,0,0,httpFlood
tcp,S3,374,53,98,98,0,0,httpFlood
tcp,S3,377,909,100,100,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,S3,377,1018,100,100,0,0,httpFlood
tcp,RSTO,446,392,100,100,0,0,httpFlood
tcp,OTH,60,180,33,33,0,0,httpFlood
tcp,S3,374,147,100,100,0,0,httpFlood
tcp,OTH,66,76,94,94,0,0,httpFlood
tcp,RSTO,446,822,100,100,0,0,httpFlood
tcp,S3,377,889,100,100,0,0,httpFlood
tcp,OTH,60,136,33,33,0,0,httpFlood
tcp,OTH,66,95,65,65,0,0,httpFlood
tcp,S3,377,554,100,100,0,0,httpFlood
tcp,S3,377,939,100,100,0,0,httpFlood
tcp,S3,374,148,100,100,0,0,httpFlood
tcp,OTH,60,67,13,30,0,0.57,httpFlood
tcp,S3,374,148,100,100,0,0,httpFlood
tcp,OTH,60,180,33,33,0,0,httpFlood
tcp,OTH,66,177,99,99,0,0,httpFlood
tcp,OTH,60,177,33,33,0,0,httpFlood
tcp,S3,374,138,94,94,0,0,httpFlood
tcp,S3,377,483,100,100,0,0,httpFlood
tcp,OTH,66,209,98,98,0,0,httpFlood
tcp,OTH,60,136,21,21,0,0,httpFlood
tcp,S3,380,728,100,100,0,0,httpFlood
tcp,RSTO,446,658,100,100,0,0,httpFlood
tcp,S3,374,160,100,100,0,0,httpFlood
tcp,S3,380,150,100,100,0,0,httpFlood
tcp,S3,374,129,100,100,0,0,httpFlood
tcp,OTH,60,136,33,33,0,0,httpFlood
tcp,OTH,66,255,98,98,0,0,httpFlood
tcp,S3,377,877,100,100,0,0,httpFlood
tcp,S2,1529,82,94,94,0,0,slowBody
tcp,S1,148,389,100,100,0,0,slowBody
tcp,S1,296,448,100,100,0,0,slowBody
tcp,S1,370,346,100,100,0,0,slowBody
tcp,OTH,105,191,50,50,0,0,slowBody
tcp,S1,148,179,100,100,0,0,slowBody
tcp,OTH,60,392,84,84,0,0,slowBody
tcp,S1,296,201,100,100,0,0,slowBody
tcp,S1,296,213,100,100,0,0,slowBody
tcp,OTH,60,1107,59,59,0,0,slowBody
tcp,S1,74,398,100,100,0,0,slowBody
tcp,S1,370,374,100,100,0,0,slowBody
tcp,S1,370,396,100,100,0,0,slowBody
tcp,OTH,60,955,45,45,0,0,slowBody
tcp,S1,370,120,100,100,0,0,slowBody
tcp,S1,296,667,100,100,0,0,slowBody
tcp,OTH,91,46,54,54,0,0,slowBody
tcp,S1,370,619,100,100,0,0,slowBody
tcp,OTH,107,167,50,50,0,0,slowBody
tcp,OTH,120,183,50,50,0,0,slowBody
tcp,OTH,60,1035,52,52,0,0,slowBody
tcp,OTH,60,744,45,45,0,0,slowBody
tcp,RSTO,1131,39,54,54,0,0,slowBody
tcp,S1,296,73,100,100,0,0,slowBody
tcp,OTH,60,857,47,47,0,0,slowBody
tcp,S1,370,207,100,100,0,0,slowBody
tcp,S1,370,473,100,100,0,0,slowBody
tcp,S1,370,263,100,100,0,0,slowBody
tcp,OTH,60,730,45,45,0,0,slowBody
tcp,OTH,110,260,50,50,0,0,slowBody
tcp,S1,370,481,100,100,0,0,slowBody
tcp,S1,652,157,100,100,0,0,slowBody
tcp,S1,370,461,100,100,0,0,slowBody
tcp,S1,370,345,100,100,0,0,slowBody
tcp,S1,296,66,100,100,0,0,slowBody
tcp,S1,222,575,100,100,0,0,slowBody
tcp,S1,296,750,100,100,0,0,slowBody
tcp,OTH,143,167,100,100,0,0,slowBody
tcp,S1,148,302,100,100,0,0,slowBody
tcp,S1,370,590,100,100,0,0,slowBody
tcp,S1,370,196,100,100,0,0,slowBody
tcp,RSTO,1090,185,100,100,0,0,slowBody
tcp,S1,296,218,100,100,0,0,slowBody
tcp,OTH,66,442,80,80,0,0,slowBody
tcp,S1,148,267,100,100,0,0,slowBody
tcp,S1,296,689,100,100,0,0,slowBody
tcp,S1,622,195,100,100,0,0,slowBody
tcp,S1,296,755,100,100,0,0,slowBody
tcp,S1,370,231,100,100,0,0,slowBody
tcp,S1,370,308,100,100,0,0,slowBody
tcp,OTH,60,1012,49,49,0,0,slowBody
tcp,S1,813,204,100,100,0,0,slowBody
tcp,OTH,60,729,46,46,0,0,slowBody
tcp,OTH,101,244,50,50,0,0,slowBody
tcp,S1,296,656,100,100,0,0,slowBody
tcp,S2,1418,155,100,100,0,0,slowBody
tcp,OTH,60,763,23,23,0,0,slowBody
tcp,S2,1559,145,100,100,0,0,slowBody
tcp,S1,370,499,100,100,0,0,slowBody
tcp,OTH,66,338,76,76,0,0,slowBody
tcp,OTH,66,599,89,89,0,0,slowBody
tcp,S1,296,296,100,100,0,0,slowBody
tcp,OTH,106,57,50,50,0,0,slowBody
tcp,S1,74,197,100,100,0,0,slowBody
tcp,OTH,60,685,49,49,0,0,slowBody
tcp,S1,370,248,100,100,0,0,slowBody
tcp,S1,370,265,100,100,0,0,slowBody
tcp,S1,548,648,100,100,0,0,slowBody
tcp,OTH,101,170,50,50,0,0,slowBody
tcp,S2,4726,608,100,100,0,0,slowBody
tcp,OTH,73,132,50,50,0,0,slowBody
tcp,S1,370,224,100,100,0,0,slowBody
tcp,OTH,100,156,50,50,0,0,slowBody
tcp,S2,1517,217,100,100,0,0,slowBody
tcp,S1,370,609,100,100,0,0,slowBody
tcp,OTH,60,1115,59,59,0,0,slowBody
tcp,S1,370,525,100,100,0,0,slowBody
tcp,S1,645,499,100,100,0,0,slowBody
tcp,S1,370,678,100,100,0,0,slowBody
tcp,S1,296,608,100,100,0,0,slowBody
tcp,S1,296,136,100,100,0,0,slowBody
tcp,OTH,122,269,50,50,0,0,slowBody
tcp,OTH,60,689,55,55,0,0,slowBody
tcp,OTH,60,884,48,48,0,0,slowBody
tcp,S1,296,670,100,100,0,0,slowBody
tcp,S1,370,600,100,100,0,0,slowBody
tcp,S1,370,285,100,100,0,0,slowBody
tcp,OTH,95,268,50,50,0,0,slowBody
tcp,S1,148,129,100,100,0,0,slowBody
tcp,OTH,60,316,66,66,0,0,slowBody
tcp,S1,296,473,100,100,0,0,slowBody
tcp,S1,148,126,100,100,0,0,slowBody
tcp,S1,148,500,100,100,0,0,slowBody
tcp,OTH,60,825,46,46,0,0,slowBody
tcp,S1,148,158,100,100,0,0,slowBody
tcp,S2,1460,169,100,100,0,0,slowBody
tcp,OTH,60,1011,52,52,0,0,slowBody
tcp,OTH,60,1020,54,54,0,0,slowBody
tcp,S1,296,985,100,100,0,0,slowBody
tcp,RSTO,1143,182,100,100,0,0,slowBody
tcp,S1,370,358,100,100,0,0,slowBody
tcp,S1,296,328,100,100,0,0,slowBody
tcp,OTH,60,1016,49,49,0,0,slowBody
tcp,S1,370,432,100,100,0,0,slowBody
tcp,OTH,96,40,54,54,0,0,slowBody
tcp,S1,646,125,100,100,0,0,slowBody
tcp,S1,296,238,100,100,0,0,slowBody
tcp,S1,296,958,100,100,0,0,slowBody
tcp,S1,296,808,100,100,0,0,slowBody
tcp,OTH,129,72,50,50,0,0,slowBody
tcp,S1,777,89,86,85,0.01,0,slowBody
tcp,S1,370,478,100,100,0,0,slowBody
tcp,S1,296,737,100,100,0,0,slowBody
tcp,RSTO,904,48,80,79,0.01,0,slowBody
tcp,OTH,97,198,50,50,0,0,slowBody
tcp,S1,296,717,100,100,0,0,slowBody
tcp,OTH,60,897,24,24,0,0,slowBody
tcp,S1,296,195,100,100,0,0,slowBody
tcp,S1,148,658,100,100,0,0,slowBody
tcp,OTH,60,981,48,48,0,0,slowBody
tcp,S1,370,203,100,100,0,0,slowBody
tcp,S1,148,196,100,100,0,0,slowBody
tcp,S1,296,781,100,100,0,0,slowBody
tcp,OTH,91,28,60,60,0,0,slowBody
tcp,RSTO,5004,644,100,100,0,0,slowBody
tcp,S1,296,472,100,100,0,0,slowBody
tcp,S1,370,576,100,100,0,0,slowBody
tcp,OTH,66,528,85,85,0,0,slowBody
tcp,S1,296,426,100,100,0,0,slowBody
tcp,S1,148,331,100,100,0,0,slowBody
tcp,OTH,107,257,50,50,0,0,slowBody
tcp,S1,74,154,100,100,0,0,slowBody
tcp,S1,3512,668,100,100,0,0,slowBody
tcp,RSTO,1109,46,71,71,0,0,slowBody
tcp,OTH,60,665,63,63,0,0,slowBody
tcp,RSTO,1069,48,79,79,0,0,slowBody
tcp,S2,3945,226,100,100,0,0,slowBody
tcp,S1,74,263,100,100,0,0,slowBody
tcp,S1,370,575,100,100,0,0,slowBody
tcp,OTH,91,19,53,53,0,0,slowBody
tcp,RSTO,1143,720,100,100,0,0,slowBody
tcp,OTH,60,1031,49,49,0,0,slowBody
