% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack slowBody:	571
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,16,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,slowBody}

@data
S1,370,0,34,34,0,0,slowBody
S1,370,0,824,824,0,0,slowBody
SF,642,206,2,2,0,0,slowBody
S1,370,0,780,780,0,0,slowBody
S1,370,0,587,587,0,0,slowBody
S1,370,0,900,900,0,0,slowBody
RSTO,1113,956,52,52,0,0,slowBody
S1,370,0,2041,2041,0,0,slowBody
SF,642,206,51,51,0,0,slowBody
S1,370,0,486,486,0,0,slowBody
S1,370,0,288,288,0,0,slowBody
S1,370,0,2097,2097,0,0,slowBody
S1,370,0,1109,1109,0,0,slowBody
S1,370,0,3504,3504,0,0,slowBody
S1,370,0,300,300,0,0,slowBody
S1,370,0,1246,1246,0,0,slowBody
SF,642,206,33,33,0,0,slowBody
S1,370,0,515,515,0,0,slowBody
S1,370,0,1281,1281,0,0,slowBody
S1,370,0,1125,1125,0,0,slowBody
S1,370,0,251,251,0,0,slowBody
S1,370,0,2600,2600,0,0,slowBody
S1,370,0,3469,3469,0,0,slowBody
RSTO,1168,956,73,73,0,0,slowBody
S1,370,0,2448,2448,0,0,slowBody
RSTO,984,956,103,103,0,0,slowBody
S1,370,0,2218,2218,0,0,slowBody
S1,370,0,675,675,0,0,slowBody
S1,370,0,2046,2046,0,0,slowBody
S1,370,0,629,629,0,0,slowBody
S1,370,0,1308,1308,0,0,slowBody
SF,642,206,8,8,0,0,slowBody
S1,370,0,789,789,0,0,slowBody
S1,370,0,801,801,0,0,slowBody
S1,370,0,823,823,0,0,slowBody
S1,370,0,266,266,0,0,slowBody
S1,370,0,607,607,0,0,slowBody
S1,370,0,1007,1007,0,0,slowBody
S1,370,0,155,155,0,0,slowBody
RSTO,1048,956,50,50,0,0,slowBody
S1,370,0,1358,1358,0,0,slowBody
S1,370,0,1246,1246,0,0,slowBody
S1,370,0,969,969,0,0,slowBody
S1,370,0,1542,1542,0,0,slowBody
S1,370,0,1722,1722,0,0,slowBody
S1,370,0,382,382,0,0,slowBody
RSTO,1144,956,267,267,0,0,slowBody
S1,370,0,21,21,0,0,slowBody
S1,370,0,1042,1042,0,0,slowBody
S1,370,0,3425,3425,0,0,slowBody
S1,370,0,901,901,0,0,slowBody
RSTO,1089,956,48,48,0,0,slowBody
S1,370,0,1394,1394,0,0,slowBody
S1,370,0,786,786,0,0,slowBody
S1,370,0,3213,3213,0,0,slowBody
S1,370,0,602,602,0,0,slowBody
RSTO,1054,956,157,157,0,0,slowBody
S1,370,0,1855,1855,0,0,slowBody
S1,370,0,443,443,0,0,slowBody
S1,370,0,674,674,0,0,slowBody
S1,370,0,418,418,0,0,slowBody
RSTO,1110,956,15,15,0,0,slowBody
RSTO,1116,956,81,81,0,0,slowBody
S1,370,0,1444,1444,0,0,slowBody
S1,222,0,248,248,0,0,slowBody
S1,370,0,2291,2291,0,0,slowBody
S1,370,0,1528,1528,0,0,slowBody
S1,370,0,1531,1531,0,0,slowBody
S1,370,0,2127,2127,0,0,slowBody
S1,370,0,768,768,0,0,slowBody
S1,370,0,940,940,0,0,slowBody
S1,370,0,367,367,0,0,slowBody
S1,370,0,782,782,0,0,slowBody
S1,370,0,1559,1559,0,0,slowBody
S1,370,0,915,915,0,0,slowBody
S1,370,0,1634,1634,0,0,slowBody
S1,370,0,464,464,0,0,slowBody
S1,370,0,366,366,0,0,slowBody
RSTO,1145,956,137,137,0,0,slowBody
S1,370,0,997,997,0,0,slowBody
S1,370,0,1251,1251,0,0,slowBody
S1,370,0,1360,1360,0,0,slowBody
S1,370,0,2638,2638,0,0,slowBody
S1,370,0,1339,1339,0,0,slowBody
S1,370,0,349,349,0,0,slowBody
RSTO,1043,956,27,27,0,0,slowBody
S1,370,0,1234,1234,0,0,slowBody
S1,370,0,793,793,0,0,slowBody
S1,370,0,839,839,0,0,slowBody
S1,370,0,421,421,0,0,slowBody
S1,370,0,2383,2383,0,0,slowBody
S1,370,0,738,738,0,0,slowBody
S1,370,0,2058,2058,0,0,slowBody
S1,370,0,153,153,0,0,slowBody
S1,370,0,863,863,0,0,slowBody
RSTO,1067,956,100,100,0,0,slowBody
S1,370,0,1456,1456,0,0,slowBody
S1,370,0,3906,3906,0,0,slowBody
RSTO,1198,956,185,185,0,0,slowBody
S1,370,0,271,271,0,0,slowBody
S1,370,0,3730,3730,0,0,slowBody
S1,370,0,1866,1866,0,0,slowBody
RSTO,986,890,200,200,0,0,slowBody
S1,370,0,1082,1082,0,0,slowBody
S1,370,0,139,139,0,0,slowBody
S1,370,0,1278,1278,0,0,slowBody
S1,370,0,573,573,0,0,slowBody
RSTO,1190,956,1163,1163,0,0,slowBody
S1,370,0,3924,3924,0,0,slowBody
S1,370,0,269,269,0,0,slowBody
RSTO,1028,956,211,211,0,0,slowBody
S1,370,0,598,598,0,0,slowBody
S1,370,0,524,524,0,0,slowBody
S1,370,0,603,603,0,0,slowBody
SF,642,206,5,5,0,0,slowBody
S1,370,0,520,520,0,0,slowBody
S1,370,0,1180,1180,0,0,slowBody
S1,370,0,698,698,0,0,slowBody
S1,370,0,1375,1375,0,0,slowBody
S1,370,0,905,905,0,0,slowBody
S1,370,0,708,708,0,0,slowBody
S1,370,0,1842,1842,0,0,slowBody
S1,370,0,334,334,0,0,slowBody
S1,370,0,751,751,0,0,slowBody
S2,4706,148,205,205,0,0,slowBody
S1,370,0,2027,2027,0,0,slowBody
S1,370,0,860,860,0,0,slowBody
S1,370,0,2177,2177,0,0,slowBody
RSTO,1114,956,34,34,0,0,slowBody
S1,370,0,320,320,0,0,slowBody
S1,370,0,2074,2074,0,0,slowBody
S1,370,0,1413,1413,0,0,slowBody
S1,370,0,213,213,0,0,slowBody
S1,370,0,2526,2526,0,0,slowBody
S1,370,0,331,331,0,0,slowBody
S1,370,0,1500,1500,0,0,slowBody
S1,370,0,2695,2695,0,0,slowBody
S1,370,0,1857,1857,0,0,slowBody
RSTO,1168,1022,131,131,0,0,slowBody
RSTO,999,956,89,89,0,0,slowBody
S1,370,0,762,762,0,0,slowBody
S1,370,0,3436,3436,0,0,slowBody
S1,370,0,740,740,0,0,slowBody
S1,370,0,1248,1248,0,0,slowBody
S1,370,0,606,606,0,0,slowBody
S1,370,0,305,305,0,0,slowBody
RSTO,1169,1022,201,201,0,0,slowBody
RSTO,1072,1022,148,148,0,0,slowBody
S1,370,0,403,403,0,0,slowBody
S1,370,0,427,427,0,0,slowBody
S1,370,0,1740,1740,0,0,slowBody
S1,370,0,2896,2896,0,0,slowBody
S1,370,0,661,661,0,0,slowBody
S1,370,0,2898,2898,0,0,slowBody
S1,370,0,2764,2764,0,0,slowBody
S1,370,0,191,191,0,0,slowBody
S1,370,0,522,522,0,0,slowBody
RSTO,1120,956,579,579,0,0,slowBody
RSTO,1003,956,514,514,0,0,slowBody
S1,370,0,2698,2698,0,0,slowBody
S1,370,0,1697,1697,0,0,slowBody
S1,370,0,991,991,0,0,slowBody
S1,370,0,3137,3137,0,0,slowBody
S1,370,0,779,779,0,0,slowBody
S1,370,0,965,965,0,0,slowBody
S1,370,0,3126,3126,0,0,slowBody
RSTO,1046,1022,27,27,0,0,slowBody
S1,370,0,566,566,0,0,slowBody
S1,370,0,181,181,0,0,slowBody
S1,370,0,767,767,0,0,slowBody
S1,370,0,514,514,0,0,slowBody
S1,370,0,1363,1363,0,0,slowBody
S1,370,0,3978,3978,0,0,slowBody
S1,370,0,2388,2388,0,0,slowBody
S1,370,0,712,712,0,0,slowBody
S1,370,0,1760,1760,0,0,slowBody
S1,370,0,624,624,0,0,slowBody
S1,370,0,341,341,0,0,slowBody
S1,370,0,967,967,0,0,slowBody
RSTO,975,890,25,25,0,0,slowBody
S1,370,0,813,813,0,0,slowBody
S1,370,0,1604,1604,0,0,slowBody
S1,370,0,413,413,0,0,slowBody
S1,370,0,1530,1530,0,0,slowBody
S1,370,0,494,494,0,0,slowBody
S1,370,0,3526,3526,0,0,slowBody
S1,370,0,862,862,0,0,slowBody
RSTO,991,956,91,91,0,0,slowBody
S1,370,0,2418,2418,0,0,slowBody
S1,370,0,1265,1265,0,0,slowBody
S1,370,0,274,274,0,0,slowBody
S1,370,0,663,663,0,0,slowBody
S1,370,0,914,914,0,0,slowBody
RSTO,4640,836,1177,1177,0,0,slowBody
S1,370,0,2249,2249,0,0,slowBody
S1,370,0,1701,1701,0,0,slowBody
S1,370,0,274,274,0,0,slowBody
RSTO,1153,956,41,41,0,0,slowBody
S1,370,0,1248,1248,0,0,slowBody
S1,370,0,886,886,0,0,slowBody
S1,370,0,943,943,0,0,slowBody
S1,370,0,864,864,0,0,slowBody
RSTO,1021,1022,145,145,0,0,slowBody
S1,370,0,1722,1722,0,0,slowBody
S1,370,0,252,252,0,0,slowBody
S1,370,0,655,655,0,0,slowBody
S1,370,0,1450,1450,0,0,slowBody
S1,370,0,1081,1081,0,0,slowBody
S1,370,0,656,656,0,0,slowBody
S1,370,0,1319,1319,0,0,slowBody
S1,370,0,1001,1001,0,0,slowBody
S1,370,0,624,624,0,0,slowBody
S1,370,0,3641,3641,0,0,slowBody
S1,370,0,584,584,0,0,slowBody
S1,370,0,851,851,0,0,slowBody
RSTO,1029,956,244,244,0,0,slowBody
RSTO,1048,956,166,166,0,0,slowBody
RSTO,1097,956,201,201,0,0,slowBody
RSTO,1181,956,212,212,0,0,slowBody
S1,370,0,595,595,0,0,slowBody
RSTO,1028,956,137,137,0,0,slowBody
S1,370,0,736,736,0,0,slowBody
S1,370,0,2140,2140,0,0,slowBody
S1,370,0,2809,2809,0,0,slowBody
S1,370,0,396,396,0,0,slowBody
S1,370,0,644,644,0,0,slowBody
S1,370,0,663,663,0,0,slowBody
RSTO,1227,956,1194,1194,0,0,slowBody
RSTO,978,890,91,91,0,0,slowBody
S1,370,0,380,380,0,0,slowBody
RSTO,1188,1022,128,128,0,0,slowBody
S1,370,0,3843,3843,0,0,slowBody
S1,370,0,1134,1134,0,0,slowBody
S1,370,0,242,242,0,0,slowBody
S1,370,0,1660,1660,0,0,slowBody
S1,370,0,2402,2402,0,0,slowBody
S1,370,0,1229,1229,0,0,slowBody
S1,370,0,737,737,0,0,slowBody
S1,370,0,506,506,0,0,slowBody
S1,370,0,1870,1870,0,0,slowBody
S1,370,0,647,647,0,0,slowBody
S1,370,0,1383,1383,0,0,slowBody
S1,370,0,430,430,0,0,slowBody
S1,370,0,3209,3209,0,0,slowBody
S1,370,0,1107,1107,0,0,slowBody
S1,370,0,1359,1359,0,0,slowBody
S1,370,0,1007,1007,0,0,slowBody
S1,370,0,3211,3211,0,0,slowBody
S1,370,0,2897,2897,0,0,slowBody
S1,370,0,1586,1586,0,0,slowBody
S1,370,0,610,610,0,0,slowBody
S1,370,0,2073,2073,0,0,slowBody
S1,370,0,1292,1292,0,0,slowBody
S1,370,0,250,250,0,0,slowBody
RSTO,1022,956,124,124,0,0,slowBody
S1,370,0,445,445,0,0,slowBody
S1,370,0,29,29,0,0,slowBody
S1,370,0,451,451,0,0,slowBody
RSTO,1098,956,64,64,0,0,slowBody
RSTO,5746,836,1394,1394,0,0,slowBody
S1,370,0,2411,2411,0,0,slowBody
S1,370,0,402,402,0,0,slowBody
S1,370,0,412,412,0,0,slowBody
S1,370,0,2585,2585,0,0,slowBody
S1,370,0,762,762,0,0,slowBody
S1,370,0,1568,1568,0,0,slowBody
S1,370,0,168,168,0,0,slowBody
S1,370,0,666,666,0,0,slowBody
RSTO,1077,956,73,73,0,0,slowBody
S1,370,0,1397,1397,0,0,slowBody
S1,370,0,1385,1385,0,0,slowBody
S1,370,0,767,767,0,0,slowBody
S1,370,0,1666,1666,0,0,slowBody
S1,370,0,2090,2090,0,0,slowBody
S1,370,0,1325,1325,0,0,slowBody
RSTO,1084,956,234,234,0,0,slowBody
S1,370,0,1100,1100,0,0,slowBody
S1,370,0,174,174,0,0,slowBody
S1,370,0,212,212,0,0,slowBody
S1,370,0,2813,2813,0,0,slowBody
S1,370,0,656,656,0,0,slowBody
S1,370,0,3334,3334,0,0,slowBody
S1,370,0,317,317,0,0,slowBody
S1,370,0,176,176,0,0,slowBody
S1,370,0,1051,1051,0,0,slowBody
S1,370,0,1432,1432,0,0,slowBody
RSTO,1165,956,107,107,0,0,slowBody
RSTO,1020,956,85,85,0,0,slowBody
S1,370,0,116,116,0,0,slowBody
RSTO,1134,956,381,381,0,0,slowBody
S1,370,0,3415,3415,0,0,slowBody
S1,370,0,562,562,0,0,slowBody
S1,370,0,775,775,0,0,slowBody
S1,370,0,3905,3905,0,0,slowBody
S1,370,0,3181,3181,0,0,slowBody
S1,370,0,767,767,0,0,slowBody
S1,370,0,1568,1568,0,0,slowBody
RSTO,1152,1022,203,203,0,0,slowBody
RSTO,1115,758,19,19,0,0,slowBody
RSTO,1080,956,131,131,0,0,slowBody
RSTO,943,890,96,96,0,0,slowBody
S1,370,0,462,462,0,0,slowBody
S1,370,0,692,692,0,0,slowBody
S1,370,0,432,432,0,0,slowBody
S1,370,0,112,112,0,0,slowBody
S1,370,0,1836,1836,0,0,slowBody
S1,370,0,1438,1438,0,0,slowBody
S1,370,0,280,280,0,0,slowBody
S1,370,0,122,122,0,0,slowBody
RSTO,1053,890,56,56,0,0,slowBody
S1,370,0,1669,1669,0,0,slowBody
S1,370,0,354,354,0,0,slowBody
S1,370,0,1163,1163,0,0,slowBody
S1,370,0,433,433,0,0,slowBody
S1,370,0,1986,1986,0,0,slowBody
S1,370,0,901,901,0,0,slowBody
S1,370,0,11,11,0,0,slowBody
RSTO,1020,956,94,94,0,0,slowBody
S1,370,0,249,249,0,0,slowBody
RSTO,1084,956,53,53,0,0,slowBody
RSTO,1111,956,298,298,0,0,slowBody
S1,370,0,3411,3411,0,0,slowBody
S1,370,0,2126,2126,0,0,slowBody
S2,3470,74,1204,1204,0,0,slowBody
S1,370,0,1615,1615,0,0,slowBody
S1,370,0,1224,1224,0,0,slowBody
S1,370,0,477,477,0,0,slowBody
S1,370,0,2463,2463,0,0,slowBody
S1,370,0,2964,2964,0,0,slowBody
S1,370,0,495,495,0,0,slowBody
S1,370,0,1844,1844,0,0,slowBody
S1,370,0,2180,2180,0,0,slowBody
RSTO,956,890,48,48,0,0,slowBody
S1,370,0,434,434,0,0,slowBody
RSTO,1171,956,1146,1146,0,0,slowBody
S1,370,0,224,224,0,0,slowBody
S1,370,0,895,895,0,0,slowBody
S1,370,0,504,504,0,0,slowBody
S1,370,0,3368,3368,0,0,slowBody
S1,370,0,987,987,0,0,slowBody
S1,370,0,1141,1141,0,0,slowBody
S1,370,0,1393,1393,0,0,slowBody
S1,370,0,3941,3941,0,0,slowBody
RSTO,1085,956,189,189,0,0,slowBody
S1,370,0,1383,1383,0,0,slowBody
S1,370,0,1557,1557,0,0,slowBody
RSTO,1140,956,67,67,0,0,slowBody
S1,370,0,2102,2102,0,0,slowBody
S1,370,0,960,960,0,0,slowBody
RSTO,1028,956,180,180,0,0,slowBody
S1,370,0,282,282,0,0,slowBody
S1,370,0,602,602,0,0,slowBody
S1,370,0,3059,3059,0,0,slowBody
S1,370,0,1184,1184,0,0,slowBody
S1,370,0,422,422,0,0,slowBody
RSTO,1075,956,179,179,0,0,slowBody
RSTO,1081,956,104,104,0,0,slowBody
S1,74,0,415,415,0,0,slowBody
S1,370,0,3627,3627,0,0,slowBody
S1,370,0,349,349,0,0,slowBody
S1,370,0,659,659,0,0,slowBody
S1,370,0,446,446,0,0,slowBody
S1,370,0,1354,1354,0,0,slowBody
S1,370,0,97,97,0,0,slowBody
S1,370,0,872,872,0,0,slowBody
S1,370,0,317,317,0,0,slowBody
S1,370,0,1757,1757,0,0,slowBody
S1,370,0,164,164,0,0,slowBody
S1,370,0,3404,3404,0,0,slowBody
RSTO,1094,1022,30,30,0,0,slowBody
S1,370,0,1369,1369,0,0,slowBody
S1,370,0,2464,2464,0,0,slowBody
S1,370,0,373,373,0,0,slowBody
S1,370,0,229,229,0,0,slowBody
S1,370,0,981,981,0,0,slowBody
RSTO,1005,956,93,93,0,0,slowBody
S1,370,0,1648,1648,0,0,slowBody
S1,370,0,1209,1209,0,0,slowBody
S1,370,0,1057,1057,0,0,slowBody
S1,370,0,2407,2407,0,0,slowBody
RSTO,947,890,157,157,0,0,slowBody
S1,370,0,2804,2804,0,0,slowBody
S1,370,0,1152,1152,0,0,slowBody
S2,2360,74,1607,1607,0,0,slowBody
S1,370,0,1040,1040,0,0,slowBody
S1,370,0,3451,3451,0,0,slowBody
S1,370,0,1305,1305,0,0,slowBody
S1,370,0,257,257,0,0,slowBody
S1,370,0,658,658,0,0,slowBody
S1,370,0,469,469,0,0,slowBody
S1,370,0,997,997,0,0,slowBody
S1,370,0,1028,1028,0,0,slowBody
S1,370,0,577,577,0,0,slowBody
S1,370,0,2061,2061,0,0,slowBody
S1,370,0,882,882,0,0,slowBody
RSTO,1022,956,98,98,0,0,slowBody
S1,370,0,1890,1890,0,0,slowBody
S1,370,0,335,335,0,0,slowBody
S1,370,0,250,250,0,0,slowBody
S1,370,0,952,952,0,0,slowBody
RSTO,504,74,308,308,0,0,slowBody
S1,370,0,1893,1893,0,0,slowBody
RSTO,6271,836,229,229,0,0,slowBody
S1,370,0,598,598,0,0,slowBody
S1,370,0,1709,1709,0,0,slowBody
RSTO,1060,956,241,241,0,0,slowBody
S1,370,0,1040,1040,0,0,slowBody
S1,370,0,858,858,0,0,slowBody
S1,370,0,2681,2681,0,0,slowBody
S1,370,0,507,507,0,0,slowBody
S1,370,0,1206,1206,0,0,slowBody
S1,370,0,2829,2829,0,0,slowBody
S1,370,0,323,323,0,0,slowBody
RSTO,1172,956,1150,1150,0,0,slowBody
S1,370,0,2631,2631,0,0,slowBody
S1,370,0,3605,3605,0,0,slowBody
RSTO,1196,956,79,79,0,0,slowBody
RSTO,1103,956,98,98,0,0,slowBody
S1,370,0,1539,1539,0,0,slowBody
S1,370,0,1046,1046,0,0,slowBody
RSTO,1111,1022,190,190,0,0,slowBody
S1,370,0,1338,1338,0,0,slowBody
S1,370,0,939,939,0,0,slowBody
RSTO,1058,956,105,105,0,0,slowBody
S1,370,0,619,619,0,0,slowBody
S1,370,0,422,422,0,0,slowBody
RSTO,1106,1022,237,237,0,0,slowBody
S1,370,0,224,224,0,0,slowBody
S1,370,0,1369,1369,0,0,slowBody
S1,370,0,305,305,0,0,slowBody
S1,370,0,346,346,0,0,slowBody
RSTO,1080,956,276,276,0,0,slowBody
S1,370,0,2897,2897,0,0,slowBody
S1,370,0,1298,1298,0,0,slowBody
S1,370,0,834,834,0,0,slowBody
S1,370,0,1660,1660,0,0,slowBody
S1,370,0,383,383,0,0,slowBody
S1,370,0,280,280,0,0,slowBody
S1,370,0,2568,2568,0,0,slowBody
S1,370,0,1747,1747,0,0,slowBody
S1,370,0,699,699,0,0,slowBody
S1,370,0,666,666,0,0,slowBody
S1,370,0,897,897,0,0,slowBody
RSTO,1046,956,2514,2514,0,0,slowBody
S1,370,0,1008,1008,0,0,slowBody
S1,370,0,920,920,0,0,slowBody
S1,370,0,241,241,0,0,slowBody
S1,370,0,2462,2462,0,0,slowBody
S1,370,0,1461,1461,0,0,slowBody
RSTO,2612,956,529,529,0,0,slowBody
S1,370,0,1384,1384,0,0,slowBody
RSTO,1113,956,82,82,0,0,slowBody
S1,370,0,261,261,0,0,slowBody
S1,370,0,911,911,0,0,slowBody
S1,370,0,655,655,0,0,slowBody
S1,370,0,535,535,0,0,slowBody
S1,370,0,2315,2315,0,0,slowBody
S1,370,0,995,995,0,0,slowBody
S1,370,0,176,176,0,0,slowBody
S1,370,0,968,968,0,0,slowBody
S1,370,0,715,715,0,0,slowBody
S1,370,0,1696,1696,0,0,slowBody
S1,370,0,1354,1354,0,0,slowBody
RSTO,976,956,151,151,0,0,slowBody
S1,370,0,3870,3870,0,0,slowBody
S1,370,0,359,359,0,0,slowBody
S1,370,0,2696,2696,0,0,slowBody
S1,370,0,797,797,0,0,slowBody
RSTO,998,890,70,70,0,0,slowBody
S1,370,0,303,303,0,0,slowBody
S1,370,0,3688,3688,0,0,slowBody
S1,370,0,249,249,0,0,slowBody
S1,370,0,1091,1091,0,0,slowBody
S1,370,0,887,887,0,0,slowBody
S1,370,0,2080,2080,0,0,slowBody
RSTO,1063,956,224,224,0,0,slowBody
S1,370,0,1329,1329,0,0,slowBody
S1,370,0,569,569,0,0,slowBody
S1,370,0,2599,2599,0,0,slowBody
S1,370,0,416,416,0,0,slowBody
S1,370,0,1350,1350,0,0,slowBody
S1,370,0,317,317,0,0,slowBody
S1,370,0,953,953,0,0,slowBody
RSTO,1201,956,11,11,0,0,slowBody
S1,370,0,432,432,0,0,slowBody
S1,370,0,720,720,0,0,slowBody
RSTO,1020,956,209,209,0,0,slowBody
S1,370,0,180,180,0,0,slowHeaders
S1,370,0,2358,2358,0,0,slowHeaders
RSTO,1114,956,114,114,0,0,slowHeaders
S1,370,0,719,719,0,0,slowHeaders
S1,370,0,1995,1995,0,0,slowHeaders
S1,370,0,1168,1168,0,0,slowHeaders
S1,370,0,2067,2067,0,0,slowHeaders
RSTO,1110,953,953,953,0,0,slowHeaders
S1,370,0,562,562,0,0,slowHeaders
S1,296,0,650,650,0,0,slowHeaders
S2,2520,74,2011,2011,0,0,slowHeaders
S1,370,0,1412,1412,0,0,slowHeaders
RSTO,1115,956,124,124,0,0,slowHeaders
S1,370,0,531,531,0,0,slowHeaders
S1,370,0,2678,2678,0,0,slowHeaders
RSTO,2346,11980,2013,2013,0,0,slowHeaders
S1,370,0,716,716,0,0,slowHeaders
S1,370,0,1194,1194,0,0,slowHeaders
S1,370,0,899,899,0,0,slowHeaders
S1,370,0,485,485,0,0,slowHeaders
RSTO,960,1019,160,160,0,0,slowHeaders
S1,370,0,2837,2837,0,0,slowHeaders
RSTO,1082,956,99,99,0,0,slowHeaders
S1,370,0,970,970,0,0,slowHeaders
S1,370,0,1673,1673,0,0,slowHeaders
S1,370,0,1053,1053,0,0,slowHeaders
S1,370,0,304,304,0,0,slowHeaders
S1,370,0,226,226,0,0,slowHeaders
S1,370,0,2224,2224,0,0,slowHeaders
S1,370,0,872,872,0,0,slowHeaders
S1,370,0,345,345,0,0,slowHeaders
S1,370,0,2404,2404,0,0,slowHeaders
S1,370,0,3115,3115,0,0,slowHeaders
RSTO,968,953,109,109,0,0,slowHeaders
S1,370,0,6,6,0,0,slowHeaders
S1,370,0,1425,1425,0,0,slowHeaders
S1,370,0,219,219,0,0,slowHeaders
S1,370,0,621,621,0,0,slowHeaders
S1,370,0,8,8,0,0,slowHeaders
S1,370,0,914,914,0,0,slowHeaders
S1,370,0,1125,1125,0,0,slowHeaders
RSTO,991,953,1721,1721,0,0,slowHeaders
S1,370,0,1066,1066,0,0,slowHeaders
S1,370,0,1925,1925,0,0,slowHeaders
S1,370,0,1122,1122,0,0,slowHeaders
RSTO,1098,956,98,98,0,0,slowHeaders
S1,370,0,927,927,0,0,slowHeaders
S1,370,0,1643,1643,0,0,slowHeaders
S1,370,0,2716,2716,0,0,slowHeaders
S1,296,0,668,668,0,0,slowHeaders
S1,370,0,528,528,0,0,slowHeaders
S1,370,0,540,540,0,0,slowHeaders
RSTO,1174,1022,1160,1160,0,0,slowHeaders
S1,370,0,1937,1937,0,0,slowHeaders
S1,370,0,930,930,0,0,slowHeaders
S1,370,0,498,498,0,0,slowHeaders
S1,370,0,1594,1594,0,0,slowHeaders
RSTO,878,953,197,197,0,0,slowHeaders
S1,370,0,1433,1433,0,0,slowHeaders
S1,370,0,1396,1396,0,0,slowHeaders
S1,370,0,972,972,0,0,slowHeaders
S1,370,0,1707,1707,0,0,slowHeaders
RSTO,3910,833,1508,1508,0,0,slowHeaders
S1,370,0,680,680,0,0,slowHeaders
S1,370,0,127,127,0,0,slowHeaders
S1,370,0,1071,1071,0,0,slowHeaders
S1,370,0,1670,1670,0,0,slowHeaders
RSTO,1042,953,175,175,0,0,slowHeaders
RSTO,3033,833,2051,2051,0,0,slowHeaders
S1,370,0,392,392,0,0,slowHeaders
RSTO,883,953,82,82,0,0,slowHeaders
S1,370,0,448,448,0,0,slowHeaders
RSTO,1038,1022,149,149,0,0,slowHeaders
S1,370,0,1843,1843,0,0,slowHeaders
S1,370,0,1828,1828,0,0,slowHeaders
RSTO,916,953,140,140,0,0,slowHeaders
S1,370,0,384,384,0,0,slowHeaders
RSTO,994,953,53,53,0,0,slowHeaders
RSTO,1005,1022,145,145,0,0,slowHeaders
RSTO,1048,956,95,95,0,0,slowHeaders
S1,370,0,1129,1129,0,0,slowHeaders
S1,370,0,1314,1314,0,0,slowHeaders
S1,370,0,803,803,0,0,slowHeaders
S1,370,0,483,483,0,0,slowHeaders
S1,370,0,1150,1150,0,0,slowHeaders
RSTO,1175,953,233,233,0,0,slowHeaders
S1,370,0,2260,2260,0,0,slowHeaders
S1,370,0,1002,1002,0,0,slowHeaders
S1,370,0,1294,1294,0,0,slowHeaders
S1,370,0,594,594,0,0,slowHeaders
RSTO,949,953,180,180,0,0,slowHeaders
S1,370,0,351,351,0,0,slowHeaders
RSTO,1047,953,917,917,0,0,slowHeaders
S1,370,0,1407,1407,0,0,slowHeaders
RSTO,985,953,200,200,0,0,slowHeaders
S1,370,0,2999,2999,0,0,slowHeaders
S1,370,0,2253,2253,0,0,slowHeaders
RSTO,1029,953,57,57,0,0,slowHeaders
RSTO,1032,890,77,77,0,0,slowHeaders
RSTO,1181,953,212,212,0,0,slowHeaders
S1,370,0,754,754,0,0,slowHeaders
RSTO,958,953,285,285,0,0,slowHeaders
S1,370,0,1314,1314,0,0,slowHeaders
RSTO,950,953,66,66,0,0,slowHeaders
S1,370,0,753,753,0,0,slowHeaders
RSTO,1109,956,40,40,0,0,slowHeaders
RSTO,938,953,40,40,0,0,slowHeaders
S1,370,0,574,574,0,0,slowHeaders
S1,370,0,1007,1007,0,0,slowHeaders
RSTO,1076,953,74,74,0,0,slowHeaders
RSTO,1016,953,55,55,0,0,slowHeaders
RSTO,1034,953,197,197,0,0,slowHeaders
S1,370,0,947,947,0,0,slowHeaders
S1,370,0,1194,1194,0,0,slowHeaders
RSTO,988,1019,30,30,0,0,slowHeaders
S1,370,0,2572,2572,0,0,slowHeaders
S1,370,0,1367,1367,0,0,slowHeaders
S1,370,0,581,581,0,0,slowHeaders
S1,370,0,1279,1279,0,0,slowHeaders
S1,370,0,3087,3087,0,0,slowHeaders
S1,370,0,1263,1263,0,0,slowHeaders
S1,370,0,538,538,0,0,slowHeaders
S1,370,0,1162,1162,0,0,slowHeaders
S1,370,0,763,763,0,0,slowHeaders
S1,370,0,1610,1610,0,0,slowHeaders
RSTO,987,953,48,48,0,0,slowHeaders
S1,370,0,1256,1256,0,0,slowHeaders
S1,370,0,1465,1465,0,0,slowHeaders
S1,370,0,2064,2064,0,0,slowHeaders
S1,370,0,464,464,0,0,slowHeaders
S1,370,0,2908,2908,0,0,slowHeaders
S1,370,0,2077,2077,0,0,slowHeaders
S1,370,0,1664,1664,0,0,slowHeaders
