% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,14,16,18,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,OTH,78,11257,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,8681,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,9352,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,6539,1,0,71,0,HIGH_RATE
tcp,OTH,78,4133,1,0,63,0.03,HIGH_RATE
tcp,OTH,78,25314,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,1330,1,0,62,0.02,HIGH_RATE
tcp,OTH,78,14564,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,5489,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,23590,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,3288,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,2485,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,15477,1,0,76,0.05,HIGH_RATE
tcp,OTH,78,15306,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,6440,1,0,69,0.04,HIGH_RATE
tcp,OTH,78,15370,1,0,77,0.04,HIGH_RATE
tcp,OTH,78,23907,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,4640,1,0,61,0.06,HIGH_RATE
tcp,OTH,78,8220,1,0,64,0,HIGH_RATE
tcp,OTH,78,4853,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,10178,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,14735,1,0,82,0.04,HIGH_RATE
tcp,OTH,78,4872,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,22448,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,5746,1,0,46,0,HIGH_RATE
tcp,OTH,78,6314,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,9916,1,0,68,0,HIGH_RATE
tcp,OTH,78,9889,1,0,73,0,HIGH_RATE
tcp,OTH,78,6612,1,0,67,0,HIGH_RATE
tcp,OTH,78,15084,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,18810,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,900,1,0,65,0.03,HIGH_RATE
tcp,OTH,78,5776,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,6672,1,0,73,0,HIGH_RATE
tcp,OTH,78,10142,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,6417,1,0,68,0,HIGH_RATE
tcp,OTH,78,15887,1,0,72,0,HIGH_RATE
tcp,OTH,78,9334,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,20547,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,26054,1,0,79,0.01,HIGH_RATE
tcp,OTH,78,11269,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,9985,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,13536,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,21464,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,12291,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,16507,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,25516,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,26989,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,9883,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,9977,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,24778,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,7530,1,0,63,0.03,HIGH_RATE
tcp,OTH,78,20537,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,1409,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,8083,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,11451,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,9911,1,0,68,0,HIGH_RATE
tcp,OTH,78,6470,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,22890,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,9071,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,8018,1,0,68,0.06,HIGH_RATE
tcp,OTH,78,11830,1,0,66,0,HIGH_RATE
tcp,OTH,78,5341,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,11761,1,0,71,0.06,HIGH_RATE
tcp,OTH,78,5693,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,23531,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,11384,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,9630,1,0,71,0,HIGH_RATE
tcp,OTH,78,12016,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,7677,1,0,75,0,HIGH_RATE
tcp,OTH,78,9433,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,20476,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,14309,1,0,74,0.04,HIGH_RATE
tcp,OTH,78,12865,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,9893,1,0,70,0,HIGH_RATE
tcp,OTH,78,6459,1,0,67,0,HIGH_RATE
tcp,OTH,78,9986,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,12892,1,0,80,0.04,HIGH_RATE
tcp,OTH,78,1788,1,0,76,0,HIGH_RATE
tcp,OTH,78,10000,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,17957,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,9949,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,23043,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,11716,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,19497,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,25772,1,0,61,0.02,HIGH_RATE
tcp,OTH,78,20622,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,8036,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,9551,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,19624,1,0,52,0,HIGH_RATE
tcp,OTH,78,5905,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,9990,1,0,70,0.06,HIGH_RATE
tcp,OTH,78,8292,1,0,62,0,HIGH_RATE
tcp,OTH,78,9873,1,0,74,0.04,HIGH_RATE
tcp,OTH,78,21104,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,15449,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,9999,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,7739,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,27022,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,5020,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,1456,1,0,73,0,HIGH_RATE
tcp,OTH,78,7944,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,9587,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,8559,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,4659,1,0,57,0,HIGH_RATE
tcp,OTH,78,18900,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,10840,1,0,77,0.01,HIGH_RATE
tcp,OTH,78,10942,1,0,76,0.01,HIGH_RATE
tcp,OTH,78,11566,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,11125,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,318,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,12237,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,9749,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,20671,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,11481,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,2060,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,11144,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,20758,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,23303,1,0,73,0.01,HIGH_RATE
tcp,OTH,78,4330,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,20220,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,24322,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,1001,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,615,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,11841,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,10064,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,6673,1,0,69,0.04,HIGH_RATE
tcp,OTH,78,16385,1,0,73,0.03,HIGH_RATE
tcp,OTH,78,10001,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,7724,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,9853,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,12256,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,22138,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,13253,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,7127,1,0,61,0.02,HIGH_RATE
tcp,OTH,78,4539,1,0,69,0.06,HIGH_RATE
tcp,OTH,78,5193,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,11086,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,11216,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,22237,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,16105,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,20390,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,9864,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,24756,1,0,75,0.04,HIGH_RATE
tcp,OTH,78,7035,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,8213,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,12157,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,14641,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,10441,1,0,67,0,HIGH_RATE
tcp,OTH,78,7704,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,24626,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,1345,1,0,63,0.05,HIGH_RATE
tcp,OTH,78,15078,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,26270,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,11449,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,1747,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,6466,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,9394,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,14172,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,9416,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,9797,1,0,74,0.04,HIGH_RATE
tcp,OTH,78,20560,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,6787,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,9899,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,23652,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,2095,1,0,63,0.03,HIGH_RATE
tcp,OTH,78,10789,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,9665,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,10587,1,0,70,0.04,HIGH_RATE
tcp,OTH,78,8288,1,0,73,0.04,HIGH_RATE
tcp,OTH,78,20161,1,0,63,0.02,HIGH_RATE
tcp,OTH,78,6157,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,824,1,0,71,0.04,HIGH_RATE
tcp,OTH,78,10782,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,27042,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,15476,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,6326,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,7485,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,10888,1,0,77,0.03,HIGH_RATE
tcp,OTH,78,6877,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,24962,1,0,70,0,HIGH_RATE
tcp,OTH,78,15269,1,0,71,0.01,HIGH_RATE
tcp,OTH,78,7838,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,8885,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,11656,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,1012,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,15129,1,0,72,0.04,HIGH_RATE
tcp,OTH,78,10610,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,588,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,5564,1,0,61,0.03,HIGH_RATE
tcp,OTH,78,20762,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,7539,1,0,76,0.03,HIGH_RATE
tcp,OTH,78,23555,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,6662,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,17357,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,9951,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,26836,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,10509,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,2124,1,0,66,0.03,HIGH_RATE
tcp,OTH,78,10401,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,9962,1,0,74,0.01,HIGH_RATE
tcp,OTH,78,6439,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,13068,1,0,77,0.05,HIGH_RATE
tcp,OTH,78,6653,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,23770,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,10958,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,14357,1,0,75,0.04,HIGH_RATE
tcp,OTH,78,10968,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,7992,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,24433,1,0,61,0.03,HIGH_RATE
tcp,OTH,78,22642,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,13286,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,2838,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,11745,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,9906,1,0,67,0,HIGH_RATE
tcp,OTH,78,10614,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,7229,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,9589,1,0,73,0,HIGH_RATE
tcp,OTH,78,5327,1,0,64,0.03,HIGH_RATE
tcp,OTH,78,5700,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,10446,1,0,72,0,HIGH_RATE
tcp,OTH,78,7547,1,0,61,0.02,HIGH_RATE
tcp,OTH,78,8202,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,6202,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,853,1,0,74,0.03,HIGH_RATE
tcp,OTH,78,8293,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,22037,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,9532,1,0,67,0.04,HIGH_RATE
tcp,OTH,78,20723,1,0,62,0.02,HIGH_RATE
tcp,OTH,78,6556,1,0,70,0.03,HIGH_RATE
tcp,OTH,78,559,1,0,63,0.02,HIGH_RATE
tcp,OTH,78,15473,1,0,66,0.01,HIGH_RATE
tcp,OTH,78,20541,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,2858,1,0,72,0.03,HIGH_RATE
tcp,OTH,78,20747,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,9864,1,0,79,0,HIGH_RATE
tcp,OTH,78,4945,1,0,71,0.03,HIGH_RATE
tcp,OTH,78,11382,1,0,65,0,HIGH_RATE
tcp,OTH,78,5514,1,0,67,0.03,HIGH_RATE
tcp,OTH,78,1485,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,2015,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,25595,1,0,70,0.01,HIGH_RATE
tcp,OTH,78,21948,1,0,68,0.01,HIGH_RATE
tcp,OTH,78,20602,1,0,68,0.03,HIGH_RATE
tcp,OTH,78,20250,1,0,75,0.01,HIGH_RATE
tcp,OTH,78,18928,1,0,70,0,HIGH_RATE
tcp,OTH,78,792,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,7880,1,0,73,0.05,HIGH_RATE
tcp,OTH,78,3768,1,0,67,0.01,HIGH_RATE
tcp,OTH,78,8770,1,0,68,0.04,HIGH_RATE
tcp,OTH,78,11879,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,15013,1,0,66,0,HIGH_RATE
tcp,OTH,78,22092,1,0,66,0,HIGH_RATE
tcp,OTH,78,6054,1,0,69,0.01,HIGH_RATE
tcp,OTH,78,8385,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,26101,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,6338,1,0,69,0.03,HIGH_RATE
tcp,OTH,78,7865,1,0,76,0.04,HIGH_RATE
tcp,OTH,78,10912,1,0,75,0,HIGH_RATE
tcp,OTH,78,23727,1,0,65,0.02,HIGH_RATE
tcp,OTH,78,6538,1,0,68,0,HIGH_RATE
tcp,OTH,78,15087,1,0,75,0.03,HIGH_RATE
tcp,OTH,78,6686,1,0,72,0.01,HIGH_RATE
tcp,OTH,78,11558,1,0,69,0,HIGH_RATE
udp,OTH,60,105,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,34,0.97,HIGH_RATE
udp,OTH,60,124,1,0,33,0.97,HIGH_RATE
udp,OTH,60,81,1,0,41,0.98,HIGH_RATE
udp,OTH,60,141,1,0,35,0.97,HIGH_RATE
udp,OTH,60,96,1,0,43,0.98,HIGH_RATE
udp,OTH,60,112,1,0,33,0.97,HIGH_RATE
udp,OTH,60,107,1,0,33,0.97,HIGH_RATE
udp,OTH,60,141,1,0,30,0.97,HIGH_RATE
udp,OTH,60,113,1,0,34,0.97,HIGH_RATE
udp,OTH,60,136,1,0,33,0.97,HIGH_RATE
udp,OTH,60,105,1,0,33,0.97,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,76,1,0,32,0.97,HIGH_RATE
udp,OTH,60,125,1,0,33,0.97,HIGH_RATE
udp,OTH,60,142,1,0,33,0.97,HIGH_RATE
udp,OTH,60,137,1,0,33,0.97,HIGH_RATE
udp,OTH,60,100,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,40,0.98,HIGH_RATE
udp,OTH,60,112,1,0,34,0.97,HIGH_RATE
udp,OTH,60,160,1,0,33,0.97,HIGH_RATE
udp,OTH,60,116,1,0,37,0.97,HIGH_RATE
udp,OTH,60,122,1,0,33,0.97,HIGH_RATE
udp,OTH,60,80,1,0,36,0.97,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,131,1,0,33,0.97,HIGH_RATE
udp,OTH,60,164,1,0,33,0.97,HIGH_RATE
udp,OTH,60,141,1,0,21,0.95,HIGH_RATE
udp,OTH,60,106,1,0,40,0.98,HIGH_RATE
udp,OTH,60,111,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,34,0.97,HIGH_RATE
udp,OTH,60,48,1,0,22,0.96,HIGH_RATE
udp,OTH,60,141,1,0,23,0.96,HIGH_RATE
udp,OTH,60,34,1,0,31,0.97,HIGH_RATE
udp,OTH,60,65,1,0,26,0.96,HIGH_RATE
udp,OTH,60,103,1,0,34,0.97,HIGH_RATE
udp,OTH,60,83,1,0,40,0.98,HIGH_RATE
udp,OTH,60,116,1,0,34,0.97,HIGH_RATE
udp,OTH,60,110,1,0,33,0.97,HIGH_RATE
udp,OTH,60,142,1,0,33,0.97,HIGH_RATE
udp,OTH,60,138,1,0,12,0.92,HIGH_RATE
udp,OTH,60,94,1,0,42,0.98,HIGH_RATE
udp,OTH,60,106,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,38,0.97,HIGH_RATE
udp,OTH,60,114,1,0,37,0.97,HIGH_RATE
udp,OTH,60,165,1,0,33,0.97,HIGH_RATE
udp,OTH,60,111,1,0,33,0.97,HIGH_RATE
udp,OTH,60,153,1,0,33,0.97,HIGH_RATE
udp,OTH,60,159,1,0,33,0.97,HIGH_RATE
udp,OTH,60,114,1,0,33,0.97,HIGH_RATE
udp,OTH,60,139,1,0,18,0.95,HIGH_RATE
udp,OTH,60,146,1,0,33,0.97,HIGH_RATE
udp,OTH,60,104,1,0,34,0.97,HIGH_RATE
udp,OTH,60,140,1,0,33,0.97,HIGH_RATE
udp,OTH,60,31,1,0,28,0.97,HIGH_RATE
udp,OTH,60,142,1,0,33,0.97,HIGH_RATE
udp,OTH,60,105,1,0,33,0.97,HIGH_RATE
udp,OTH,60,109,1,0,34,0.97,HIGH_RATE
udp,OTH,60,141,1,0,22,0.96,HIGH_RATE
udp,OTH,60,26,1,0,26,0.96,HIGH_RATE
udp,OTH,60,107,1,0,33,0.97,HIGH_RATE
udp,OTH,60,115,1,0,33,0.97,HIGH_RATE
udp,OTH,60,113,1,0,33,0.97,HIGH_RATE
udp,OTH,60,140,1,0,21,0.95,HIGH_RATE
udp,OTH,60,138,1,0,13,0.93,HIGH_RATE
udp,OTH,60,117,1,0,33,0.97,HIGH_RATE
udp,OTH,60,87,1,0,42,0.98,HIGH_RATE
udp,OTH,60,141,1,0,29,0.97,HIGH_RATE
udp,OTH,60,160,1,0,33,0.97,HIGH_RATE
udp,OTH,60,138,1,0,33,0.97,HIGH_RATE
udp,OTH,60,110,1,0,33,0.97,HIGH_RATE
udp,OTH,60,143,1,0,33,0.97,HIGH_RATE
udp,OTH,60,125,1,0,33,0.97,HIGH_RATE
udp,OTH,60,137,1,0,33,0.97,HIGH_RATE
udp,OTH,60,33,1,0,30,0.97,HIGH_RATE
udp,OTH,60,103,1,0,34,0.97,HIGH_RATE
udp,OTH,60,113,1,0,33,0.97,HIGH_RATE
udp,OTH,60,92,1,0,42,0.98,HIGH_RATE
udp,OTH,60,159,1,0,33,0.97,HIGH_RATE
udp,OTH,60,114,1,0,33,0.97,HIGH_RATE
udp,OTH,60,160,1,0,33,0.97,HIGH_RATE
udp,OTH,60,138,1,0,33,0.97,HIGH_RATE
udp,OTH,60,78,1,0,34,0.97,HIGH_RATE
udp,OTH,60,114,1,0,33,0.97,HIGH_RATE
udp,OTH,60,80,1,0,42,0.98,HIGH_RATE
udp,OTH,60,71,1,0,29,0.97,HIGH_RATE
udp,OTH,60,159,1,0,33,0.97,HIGH_RATE
udp,OTH,60,112,1,0,33,0.97,HIGH_RATE
udp,OTH,60,107,1,0,33,0.97,HIGH_RATE
udp,OTH,60,138,1,0,33,0.97,HIGH_RATE
udp,OTH,60,109,1,0,34,0.97,HIGH_RATE
udp,OTH,60,110,1,0,34,0.97,HIGH_RATE
udp,OTH,60,153,1,0,33,0.97,HIGH_RATE
udp,OTH,60,113,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,121,1,0,33,0.97,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,52,1,0,24,0.96,HIGH_RATE
udp,OTH,60,141,1,0,31,0.97,HIGH_RATE
udp,OTH,60,142,1,0,33,0.97,HIGH_RATE
udp,OTH,60,100,1,0,42,0.98,HIGH_RATE
udp,OTH,60,157,1,0,33,0.97,HIGH_RATE
udp,OTH,60,128,1,0,33,0.97,HIGH_RATE
udp,OTH,60,164,1,0,33,0.97,HIGH_RATE
udp,OTH,60,47,1,0,22,0.96,HIGH_RATE
udp,OTH,60,104,1,0,39,0.97,HIGH_RATE
udp,OTH,60,130,1,0,33,0.97,HIGH_RATE
udp,OTH,60,108,1,0,34,0.97,HIGH_RATE
udp,OTH,60,108,1,0,34,0.97,HIGH_RATE
udp,OTH,60,110,1,0,34,0.97,HIGH_RATE
udp,OTH,60,102,1,0,34,0.97,HIGH_RATE
udp,OTH,60,120,1,0,33,0.97,HIGH_RATE
udp,OTH,60,85,1,0,40,0.98,HIGH_RATE
udp,OTH,60,29,1,0,26,0.96,HIGH_RATE
udp,OTH,60,142,1,0,33,0.97,HIGH_RATE
udp,OTH,60,120,1,0,35,0.97,HIGH_RATE
udp,OTH,60,74,1,0,30,0.97,HIGH_RATE
udp,OTH,60,111,1,0,38,0.97,HIGH_RATE
udp,OTH,60,17,1,0,17,0.94,HIGH_RATE
udp,OTH,60,138,1,0,19,0.95,HIGH_RATE
udp,OTH,60,110,1,0,40,0.98,HIGH_RATE
udp,OTH,60,121,1,0,33,0.97,HIGH_RATE
udp,OTH,60,56,1,0,24,0.96,HIGH_RATE
udp,OTH,60,23,1,0,23,0.96,HIGH_RATE
udp,OTH,60,139,1,0,33,0.97,HIGH_RATE
udp,OTH,60,129,1,0,33,0.97,HIGH_RATE
udp,OTH,60,105,1,0,39,0.97,HIGH_RATE
udp,OTH,60,101,1,0,34,0.97,HIGH_RATE
udp,OTH,60,77,1,0,33,0.97,HIGH_RATE
udp,OTH,60,119,1,0,34,0.97,HIGH_RATE
udp,OTH,60,113,1,0,38,0.97,HIGH_RATE
udp,OTH,60,109,1,0,33,0.97,HIGH_RATE
udp,OTH,60,138,1,0,11,0.92,HIGH_RATE
udp,OTH,60,114,1,0,33,0.97,HIGH_RATE
udp,OTH,60,105,1,0,33,0.97,HIGH_RATE
udp,OTH,60,145,1,0,33,0.97,HIGH_RATE
udp,OTH,60,0,0,0,0,0,HIGH_RATE
udp,OTH,60,101,1,0,34,0.97,HIGH_RATE
udp,OTH,60,88,1,0,41,0.98,HIGH_RATE
udp,OTH,60,102,1,0,33,0.97,HIGH_RATE
udp,OTH,60,30,1,0,27,0.96,HIGH_RATE
udp,OTH,60,138,1,0,33,0.97,HIGH_RATE
udp,OTH,60,121,1,0,33,0.97,HIGH_RATE
udp,OTH,60,88,1,0,40,0.98,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,111,1,0,33,0.97,HIGH_RATE
udp,OTH,60,112,1,0,33,0.97,HIGH_RATE
udp,OTH,60,24,1,0,24,0.96,HIGH_RATE
udp,OTH,60,117,1,0,33,0.97,HIGH_RATE
udp,OTH,60,143,1,0,33,0.97,HIGH_RATE
udp,OTH,60,109,1,0,38,0.97,HIGH_RATE
udp,OTH,60,108,1,0,33,0.97,HIGH_RATE
udp,OTH,60,115,1,0,34,0.97,HIGH_RATE
udp,OTH,60,118,1,0,34,0.97,HIGH_RATE
udp,OTH,60,121,1,0,33,0.97,HIGH_RATE
udp,OTH,60,139,1,0,20,0.95,HIGH_RATE
udp,OTH,60,60,1,0,25,0.96,HIGH_RATE
udp,OTH,60,112,1,0,33,0.97,HIGH_RATE
udp,OTH,60,69,1,0,27,0.96,HIGH_RATE
udp,OTH,60,160,1,0,33,0.97,HIGH_RATE
udp,OTH,60,95,1,0,42,0.98,HIGH_RATE
udp,OTH,60,128,1,0,33,0.97,HIGH_RATE
udp,OTH,60,141,1,0,33,0.97,HIGH_RATE
udp,OTH,60,102,1,0,40,0.98,HIGH_RATE
udp,OTH,60,155,1,0,33,0.97,HIGH_RATE
udp,OTH,60,108,1,0,34,0.97,HIGH_RATE
udp,OTH,60,87,1,0,40,0.98,HIGH_RATE
udp,OTH,60,145,1,0,33,0.97,HIGH_RATE
udp,OTH,60,125,1,0,33,0.97,HIGH_RATE
