% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE, normal:NORMAL-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,17,19-20,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_host_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,8,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,42,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,31,0.97,0.03,LOW_RATE
OTH,85,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,94,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
OTH,0,0,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,88,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,89,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,96,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,29,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,22,1,0,LOW_RATE
OTH,55,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,1,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,88,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,61,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,88,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,39,1,0,LOW_RATE
OTH,36,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,10,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,82,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,57,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,34,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,43,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,98,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,87,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,65,1,0,LOW_RATE
OTH,91,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,10,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,23,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,76,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,28,0.96,0.04,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
RSTO,87,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,32,0.97,0.03,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,4,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,57,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,80,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,55,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,98,1,0,LOW_RATE
RSTO,63,1,0,LOW_RATE
RSTO,81,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,73,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,89,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,75,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,54,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,86,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,27,1,0,LOW_RATE
OTH,30,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,44,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
RSTO,97,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,20,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,24,1,0,LOW_RATE
OTH,40,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,6,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,29,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,86,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,79,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,71,1,0,LOW_RATE
OTH,7,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,61,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,89,0.99,0.01,LOW_RATE
OTH,53,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,39,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,12,1,0,LOW_RATE
OTH,77,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,72,1,0,LOW_RATE
OTH,88,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,60,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,89,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,80,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,86,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,98,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,85,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
RSTO,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,34,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,89,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
OTH,6,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,44,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,67,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,88,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,67,0.99,0.01,LOW_RATE
OTH,67,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,40,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,87,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,76,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,23,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,57,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,77,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,71,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,34,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,1,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,88,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
OTH,90,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,87,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,83,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,30,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,94,0.99,0.01,LOW_RATE
OTH,54,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,88,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,82,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,65,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,81,1,0,LOW_RATE
OTH,35,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,80,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,89,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,53,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,63,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,92,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,46,1,0,LOW_RATE
OTH,7,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,39,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,28,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,14,1,0,LOW_RATE
OTH,83,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
RSTO,95,1,0,LOW_RATE
S1,96,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,71,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,4,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,10,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,69,0.99,0.01,LOW_RATE
RSTO,66,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,3,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,67,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,86,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,98,0.99,0.01,LOW_RATE
OTH,47,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,47,1,0,LOW_RATE
OTH,55,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,51,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,78,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,86,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,55,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,45,1,0,LOW_RATE
S2,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,93,0.99,0.01,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,38,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,90,0.99,0.01,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,37,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,99,1,0,LOW_RATE
OTH,49,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,28,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
OTH,65,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,69,1,0,LOW_RATE
RSTO,54,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,83,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,5,1,0,LOW_RATE
OTH,96,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,50,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
S1,100,1,0,LOW_RATE
OTH,48,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,52,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
RSTO,74,0.99,0.01,LOW_RATE
RSTO,81,1,0,LOW_RATE
RSTO,100,1,0,LOW_RATE
OTH,84,1,0,LOW_RATE
