% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4-5,17-18,21,27'

@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
60,0,33,33,0.97,HIGH_RATE
60,0,39,39,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,11,11,0.92,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,0,0,0,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,20,20,0.95,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,11,11,0.92,HIGH_RATE
60,0,35,35,0.97,HIGH_RATE
60,0,29,29,0.97,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,30,30,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,20,20,0.95,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,15,15,0.94,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,18,18,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,15,15,0.94,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,8,8,0.89,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,7,7,0.88,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,14,14,0.93,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,14,14,0.93,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,11,11,0.92,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,18,18,0.95,HIGH_RATE
60,0,4,4,0.8,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,30,30,0.97,HIGH_RATE
60,0,5,5,0.83,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,19,19,0.95,HIGH_RATE
60,0,3,3,0.75,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,32,32,0.97,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,43,43,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,17,17,0.94,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,17,17,0.94,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,16,16,0.94,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,2,2,0.67,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,6,6,0.86,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,12,12,0.92,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,32,32,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,10,10,0.91,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,35,35,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,39,39,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,18,18,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,19,19,0.95,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,11,11,0.92,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,13,13,0.93,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,22,22,0.96,HIGH_RATE
60,0,28,28,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,28,28,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,23,23,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,39,39,0.97,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,20,20,0.95,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,43,43,0.98,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,21,21,0.95,HIGH_RATE
60,0,9,9,0.9,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,24,24,0.96,HIGH_RATE
60,0,35,35,0.97,HIGH_RATE
60,0,28,28,0.97,HIGH_RATE
60,0,29,29,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,20,20,0.95,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,32,32,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,1,1,0.5,HIGH_RATE
60,0,25,25,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,12,12,0.92,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,40,40,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,38,38,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,37,37,0.97,HIGH_RATE
60,0,43,43,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,16,16,0.94,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,10,10,0.91,HIGH_RATE
60,0,27,27,0.96,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,31,31,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,34,34,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,28,28,0.97,HIGH_RATE
60,0,29,29,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,42,42,0.98,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,26,26,0.96,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
60,0,41,41,0.98,HIGH_RATE
66,0,100,100,0,HIGH_RATE
377,755,100,100,0,HIGH_RATE
380,755,100,100,0,HIGH_RATE
377,755,73,44,0,HIGH_RATE
248,140,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
446,755,100,100,0,HIGH_RATE
377,755,100,100,0,HIGH_RATE
446,755,100,100,0,HIGH_RATE
60,0,36,36,0.97,HIGH_RATE
374,755,80,80,0,HIGH_RATE
380,755,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
377,755,100,100,0,HIGH_RATE
60,0,33,33,0.97,HIGH_RATE
377,755,100,100,0,HIGH_RATE
446,755,100,100,0,HIGH_RATE
380,755,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
374,755,41,41,0,HIGH_RATE
66,0,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
374,755,56,56,0,HIGH_RATE
60,0,32,32,0.97,HIGH_RATE
377,755,100,100,0,HIGH_RATE
377,755,100,100,0,HIGH_RATE
386,821,100,100,0,HIGH_RATE
374,755,100,100,0,HIGH_RATE
66,0,98,98,0,HIGH_RATE
66,0,55,55,0.02,HIGH_RATE
374,755,100,100,0,HIGH_RATE
446,755,100,100,0,HIGH_RATE
374,755,98,98,0,HIGH_RATE
296,0,100,100,0,LOW_RATE
525,0,7,7,0,LOW_RATE
60,0,48,48,0.02,LOW_RATE
640,206,100,100,0,LOW_RATE
60,0,27,27,0.04,LOW_RATE
1115,958,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1170,1024,100,100,0,LOW_RATE
60,0,30,30,0,LOW_RATE
1085,1024,87,87,0,LOW_RATE
66,0,90,90,0,LOW_RATE
66,0,92,92,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1160,958,21,21,0,LOW_RATE
296,0,100,100,0,LOW_RATE
60,0,48,48,0.02,LOW_RATE
370,0,100,100,0,LOW_RATE
336,0,66,66,0,LOW_RATE
60,0,27,27,0.04,LOW_RATE
370,0,100,100,0,LOW_RATE
770,206,100,100,0,LOW_RATE
370,0,99,99,0,LOW_RATE
296,0,100,100,0,LOW_RATE
74,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1056,958,65,65,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1169,1024,100,100,0,LOW_RATE
66,0,73,73,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
1127,1024,100,100,0,LOW_RATE
148,0,85,84,0,LOW_RATE
116,0,50,50,0,LOW_RATE
370,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
104,0,34,34,0,LOW_RATE
60,0,53,53,0.02,LOW_RATE
60,0,45,45,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,99,99,0,LOW_RATE
370,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
86,0,53,53,0,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
566,0,8,8,0,LOW_RATE
111,0,50,50,0,LOW_RATE
113,0,50,50,0,LOW_RATE
176,0,49,49,0,LOW_RATE
222,0,100,100,0,LOW_RATE
60,0,42,42,0.02,LOW_RATE
100,0,50,50,0,LOW_RATE
1124,958,31,30,0,LOW_RATE
66,0,85,85,0,LOW_RATE
370,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
129,0,51,51,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
665,140,94,94,0,LOW_RATE
370,0,99,99,0,LOW_RATE
95,0,54,54,0,LOW_RATE
997,1019,99,99,0,LOW_RATE
628,0,0,0,0,LOW_RATE
222,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
60,0,50,50,0,LOW_RATE
66,0,90,90,0,LOW_RATE
370,0,100,100,0,LOW_RATE
66,0,88,88,0,LOW_RATE
119,0,50,50,0,LOW_RATE
1148,958,89,89,0,LOW_RATE
90,0,50,50,0,LOW_RATE
74,0,96,95,0,LOW_RATE
74,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
745,206,100,100,0,LOW_RATE
60,0,49,49,0,LOW_RATE
643,206,100,100,0,LOW_RATE
60,0,49,49,0.02,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,99,99,0,LOW_RATE
1141,1024,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
631,206,100,100,0,LOW_RATE
262,0,29,29,0.2,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
116,0,50,50,0,LOW_RATE
222,0,100,100,0,LOW_RATE
148,0,99,98,0,LOW_RATE
74,0,100,100,0,LOW_RATE
84,0,50,50,0,LOW_RATE
114,0,22,22,0,LOW_RATE
60,0,55,55,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
185,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,1,1,0,LOW_RATE
222,0,100,100,0,LOW_RATE
1075,958,88,88,0,LOW_RATE
84,0,50,50,0,LOW_RATE
1169,1024,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
60,0,61,61,0.1,LOW_RATE
66,0,89,89,0,LOW_RATE
86,0,50,50,0,LOW_RATE
119,0,50,50,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
74,0,100,100,0,LOW_RATE
60,0,49,49,0,LOW_RATE
296,0,100,100,0,LOW_RATE
222,0,100,100,0,LOW_RATE
74,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
60,0,53,53,0.02,LOW_RATE
2978,1024,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
106,0,50,50,0,LOW_RATE
122,0,50,50,0,LOW_RATE
548,140,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
60,0,48,48,0.02,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
173,0,88,88,0,LOW_RATE
2934,206,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
60,0,39,39,0.03,LOW_RATE
162,0,36,36,0,LOW_RATE
101,0,50,50,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
100,0,50,50,0,LOW_RATE
575,0,10,10,0,LOW_RATE
1154,1024,100,100,0,LOW_RATE
108,0,50,50,0,LOW_RATE
1129,1024,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
148,0,82,81,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
60,0,57,57,0,LOW_RATE
665,140,100,100,0,LOW_RATE
3981,74,100,100,0,LOW_RATE
60,0,45,45,0.02,LOW_RATE
200,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
1092,1024,100,100,0,LOW_RATE
370,0,99,99,0,LOW_RATE
735,206,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
60,0,49,49,0.02,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
148,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
897,1019,99,99,0,LOW_RATE
60,0,47,47,0,LOW_RATE
370,0,100,100,0,LOW_RATE
66,0,89,89,0,LOW_RATE
370,0,100,100,0,LOW_RATE
60,0,34,34,0,LOW_RATE
108,0,50,50,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1176,958,43,43,0,LOW_RATE
370,0,100,100,0,LOW_RATE
748,206,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
662,206,98,98,0,LOW_RATE
60,0,45,45,0,LOW_RATE
60,0,50,50,0.02,LOW_RATE
296,0,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
60,0,47,47,0.02,LOW_RATE
655,206,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
296,0,100,100,0,LOW_RATE
1126,1024,100,100,0,LOW_RATE
60,0,84,84,0.01,LOW_RATE
94,0,50,50,0,LOW_RATE
81,0,50,50,0,LOW_RATE
370,0,100,100,0,LOW_RATE
1082,958,100,100,0,LOW_RATE
370,0,100,100,0,LOW_RATE
