% isAttack normal:	2000
% isAttack attack:	1667
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,13,17,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_rerror_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,69,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,94,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S2,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,82,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,85,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,72,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,14,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,32,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,66,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,54,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S2,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,20,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,20,0,attack
S1,0,100,0,attack
S1,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,64,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,26,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,46,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,37,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,56,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,3,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,74,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,99,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,97,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S2,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,56,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,66,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,97,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,18,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,17,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,61,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,85,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,92,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
S1,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,100,0,attack
RSTO,0,65,0,attack
