% isAttack normal:	2000
% isAttack attack:	2000
@relation 'UnformattedKDDTrain+-weka.filters.unsupervised.attribute.Remove-R3,7,10,11,12,13,14,15,16,17,18,19,20,21,22,43-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,8,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
S1,291,100,attack
OTH,905,40,attack
S1,8,100,attack
RSTO,125,100,attack
RSTO,728,100,attack
S1,91,100,attack
S1,703,100,attack
S2,736,100,attack
S1,573,100,attack
S1,117,100,attack
S1,414,100,attack
S1,747,100,attack
S1,399,100,attack
S2,362,100,attack
OTH,443,87,attack
S1,575,100,attack
OTH,298,53,attack
OTH,88,50,attack
S2,97,100,attack
S1,52,100,attack
S1,285,100,attack
S1,243,100,attack
S1,587,100,attack
OTH,563,76,attack
S1,280,100,attack
OTH,769,23,attack
S1,426,100,attack
OTH,1087,46,attack
OTH,229,50,attack
S1,308,100,attack
S1,455,100,attack
OTH,695,48,attack
S1,287,100,attack
OTH,48,57,attack
OTH,406,84,attack
S1,219,100,attack
RSTO,715,100,attack
S1,482,100,attack
OTH,496,77,attack
S1,2,100,attack
OTH,959,45,attack
S1,60,100,attack
OTH,505,71,attack
S1,659,100,attack
S1,207,100,attack
OTH,718,50,attack
S1,859,100,attack
S1,629,100,attack
S2,185,100,attack
RSTO,140,100,attack
OTH,85,50,attack
S1,116,100,attack
OTH,166,50,attack
S1,114,100,attack
OTH,153,50,attack
S1,60,100,attack
OTH,137,50,attack
OTH,840,34,attack
S1,756,100,attack
OTH,1,1,attack
OTH,230,50,attack
OTH,130,50,attack
OTH,865,51,attack
S1,17,100,attack
S1,184,100,attack
S1,612,100,attack
OTH,1096,48,attack
S1,261,100,attack
S1,529,100,attack
S1,501,100,attack
S1,621,100,attack
S1,654,100,attack
S1,87,88,attack
OTH,255,50,attack
RSTO,198,100,attack
OTH,1081,45,attack
S1,589,100,attack
S1,437,100,attack
S1,568,100,attack
S1,286,100,attack
S1,321,100,attack
S1,143,100,attack
S1,383,100,attack
S1,567,100,attack
S1,615,100,attack
S1,798,100,attack
OTH,1085,49,attack
OTH,376,90,attack
S1,100,100,attack
RSTO,68,87,attack
S2,405,100,attack
S1,197,100,attack
OTH,202,50,attack
OTH,395,83,attack
OTH,84,50,attack
OTH,611,92,attack
S1,293,99,attack
OTH,145,50,attack
S1,178,100,attack
OTH,903,30,attack
S1,885,100,attack
S1,102,93,attack
OTH,40,54,attack
S1,660,100,attack
OTH,432,88,attack
RSTO,148,100,attack
S1,787,100,attack
S1,106,100,attack
S1,203,100,attack
OTH,127,100,attack
S2,443,100,attack
OTH,271,50,attack
OTH,410,82,attack
S1,691,100,attack
S1,871,100,attack
S1,643,100,attack
OTH,70,50,attack
S1,110,100,attack
S1,106,100,attack
S1,366,100,attack
S1,169,100,attack
RSTO,163,100,attack
S1,345,100,attack
S1,215,100,attack
OTH,648,53,attack
S1,349,100,attack
S1,276,100,attack
OTH,636,65,attack
OTH,165,50,attack
OTH,571,81,attack
OTH,833,35,attack
S1,411,100,attack
S1,788,100,attack
S1,150,100,attack
OTH,454,80,attack
S1,337,100,attack
S1,920,100,attack
S1,227,100,attack
S1,212,100,attack
S1,218,100,attack
OTH,470,89,attack
OTH,67,50,attack
S1,199,100,attack
S1,445,100,attack
OTH,97,100,attack
S1,237,100,attack
S1,421,100,attack
OTH,44,53,attack
S1,198,100,attack
OTH,308,63,attack
S1,243,100,attack
OTH,615,92,attack
S1,411,100,attack
S1,669,100,attack
